PERMIT_NUM,REVISION_NUM,PERMIT_TYPE,STRUCTURE_TYPE,APPLICATION_DATE,ISSUED_DATE,COMPLETED_DATE,STATUS,POSTAL,GREEN_ROOF_AREA,ID
18 261932,0,New Building,Mixed Use/Res w Non Res,2018-11-28T00:00:00Z,2024-06-14T00:00:00Z,NA,Inspection,M4W,1373,18 261932_0
18 261990,0,New Building,Office,2018-11-28T00:00:00Z,2022-10-21T00:00:00Z,2025-05-09T00:00:00Z,Closed,M5A,1835,18 261990_0
18 264306,0,New Building,Multiple Use/Non Residential,2018-12-04T00:00:00Z,2020-01-07T00:00:00Z,NA,Inspection,NA,1164,18 264306_0
18 265869,0,New Building,Mixed Use/Res w Non Res,2018-12-07T00:00:00Z,2021-10-15T00:00:00Z,2026-01-29T00:00:00Z,Closed,M5V,0,18 265869_0
18 265872,0,New Building,Apartment Building,2018-12-07T00:00:00Z,2021-10-21T00:00:00Z,2026-01-29T00:00:00Z,Closed,NA,0,18 265872_0
18 265885,0,New Building,Mixed Use/Res w Non Res,2018-12-07T00:00:00Z,NA,NA,Refusal Notice,M5T,115,18 265885_0
18 268024,0,New Building,Industrial,2018-12-13T00:00:00Z,2019-07-26T00:00:00Z,2021-03-02T00:00:00Z,Closed,M6B,100,18 268024_0
18 269130,0,New Building,Apartment Building,2018-12-17T00:00:00Z,2020-06-22T00:00:00Z,NA,Inspection,M4P,372,18 269130_0
18 269869,0,New Houses,SFD - Detached,2018-12-18T00:00:00Z,2019-02-25T00:00:00Z,2021-05-05T00:00:00Z,Closed,M6S,415.64000000000004,18 269869_0
18 270105,0,New Building,Apartment Building,2018-12-19T00:00:00Z,2021-07-05T00:00:00Z,2024-01-15T00:00:00Z,Closed,NA,1262,18 270105_0
18 270155,0,New Building,Mixed Use/Res w Non Res,2018-12-19T00:00:00Z,2022-10-28T00:00:00Z,NA,Inspection,M4Y,531.3,18 270155_0
18 270155,1,New Building,Mixed Use/Res w Non Res,2024-08-15T00:00:00Z,2025-04-11T00:00:00Z,NA,Revision Issued,M4Y,531.3,18 270155_1
18 270504,0,Small Residential Projects,SFD - Semi-Detached,2018-12-20T00:00:00Z,2019-07-15T00:00:00Z,2025-07-01T00:00:00Z,Closed,M5R,50,18 270504_0
18 270645,0,New Building,Mixed Use/Res w Non Res,2018-12-20T00:00:00Z,2022-04-27T00:00:00Z,2025-04-22T00:00:00Z,Closed,M5V,285.4,18 270645_0
18 270772,0,New Building,Apartment Building,2018-12-20T00:00:00Z,2021-11-16T00:00:00Z,2025-12-30T00:00:00Z,Closed,M4S,179,18 270772_0
18 270777,0,New Building,Apartment Building,2018-12-20T00:00:00Z,2024-08-28T00:00:00Z,NA,Inspection,M5V,1026.24,18 270777_0
18 271165,0,New Building,Industrial,2018-12-21T00:00:00Z,2021-02-12T00:00:00Z,NA,Inspection,M9B,39836,18 271165_0
18 271276,0,New Building,Apartment Building,2018-12-21T00:00:00Z,2021-03-04T00:00:00Z,2025-04-15T00:00:00Z,Closed,M9B,544.6,18 271276_0
18 271662,1,New Houses,SFD - Detached,2019-08-30T00:00:00Z,2022-03-03T00:00:00Z,NA,Revision Issued,M2P,217.35000000000002,18 271662_1
18 271662,2,New Houses,SFD - Detached,2023-08-21T00:00:00Z,2023-11-09T00:00:00Z,NA,Revision Issued,M2P,217.35000000000002,18 271662_2
18 271792,0,New Building,Apartment Building,2018-12-24T00:00:00Z,2021-04-23T00:00:00Z,2025-04-15T00:00:00Z,Closed,M9B,146.3,18 271792_0
18 272222,0,New Building,Apartment Building,2018-12-27T00:00:00Z,2021-07-27T00:00:00Z,NA,Inspection,M9A,701,18 272222_0
18 276648,0,New Building,Mixed Use/Res w Non Res,2018-07-04T00:00:00Z,2021-09-01T00:00:00Z,NA,Inspection,M6G,630.01,18 276648_0
19 103515,0,New Building,Apartment Building,2019-01-11T00:00:00Z,2021-06-28T00:00:00Z,2025-01-14T00:00:00Z,Closed,M5V,944,19 103515_0
19 103521,0,New Building,Apartment Building,2019-01-11T00:00:00Z,2021-03-25T00:00:00Z,2023-07-26T00:00:00Z,Closed,M5V,755.2,19 103521_0
19 103533,0,New Building,Apartment Building,2019-01-11T00:00:00Z,2021-03-25T00:00:00Z,2023-07-26T00:00:00Z,Closed,M5V,539.6,19 103533_0
19 106047,0,New Building,Car Dealership,2019-01-18T00:00:00Z,2019-10-30T00:00:00Z,2025-09-04T00:00:00Z,Closed,M4G,427.2,19 106047_0
19 106142,0,New Building,Mixed Use/Res w Non Res,2019-01-18T00:00:00Z,2022-08-04T00:00:00Z,NA,Inspection,M4W,1104,19 106142_0
19 108564,0,New Building,Mixed Use/Res w Non Res,2019-01-25T00:00:00Z,2023-05-08T00:00:00Z,NA,Inspection,M5T,828,19 108564_0
19 115513,0,New Building,Multiple Use/Non Residential,2019-02-14T00:00:00Z,2025-02-20T00:00:00Z,NA,Inspection,M6H,856,19 115513_0
19 118631,0,New Building,Office,2019-02-25T00:00:00Z,2021-08-23T00:00:00Z,2025-02-25T00:00:00Z,Closed,M3N,875,19 118631_0
19 123234,0,New Building,Mixed Use/Res w Non Res,2019-03-08T00:00:00Z,2020-06-08T00:00:00Z,2024-05-06T00:00:00Z,Closed,M4E,0,19 123234_0
19 127846,0,New Building,Recreational,2019-03-19T00:00:00Z,2019-04-16T00:00:00Z,2020-04-20T00:00:00Z,Closed,M1S,0,19 127846_0
19 130974,0,New Building,Motel/Hotel,2019-03-26T00:00:00Z,2023-12-22T00:00:00Z,NA,Inspection,M9W,255,19 130974_0
19 131067,0,New Building,Crematorium/Cemetary Structure,2019-03-26T00:00:00Z,2020-05-22T00:00:00Z,2022-06-17T00:00:00Z,Closed,NA,400,19 131067_0
19 133677,0,New Building,Mixed Use/Res w Non Res,2019-04-01T00:00:00Z,2021-10-27T00:00:00Z,2024-12-19T00:00:00Z,Closed,M4M,1368.2,19 133677_0
19 137332,0,New Building,Television Studio(no audience),2019-04-08T00:00:00Z,2020-09-22T00:00:00Z,NA,Inspection,NA,6358,19 137332_0
19 137572,1,Small Residential Projects,SFD - Semi-Detached,2019-12-13T00:00:00Z,2020-01-21T00:00:00Z,NA,Revision Issued,M5S,37.339999999999996,19 137572_1
19 139113,0,New Building,Apartment Building,2019-04-11T00:00:00Z,2020-10-05T00:00:00Z,2025-01-17T00:00:00Z,Closed,M3M,907.7,19 139113_0
19 139643,0,New Building,Apartment Building,2019-04-12T00:00:00Z,2021-04-07T00:00:00Z,2024-01-26T00:00:00Z,Closed,NA,417,19 139643_0
19 142466,0,New Building,Apartment Building,2019-04-18T00:00:00Z,2022-11-30T00:00:00Z,NA,Inspection,M4Y,80,19 142466_0
19 146104,0,Building Additions/Alterations,Industrial,2019-04-29T00:00:00Z,2019-08-22T00:00:00Z,NA,Inspection,M9W,6602,19 146104_0
19 146652,0,New Building,Apartment Building,2019-04-30T00:00:00Z,2021-05-13T00:00:00Z,2023-01-04T00:00:00Z,Closed,NA,567,19 146652_0
19 147063,0,New Building,Apartment Building,2019-04-30T00:00:00Z,2022-02-23T00:00:00Z,2024-12-12T00:00:00Z,Closed,M1G,360,19 147063_0
19 147174,0,New Building,Apartment Building,2019-04-30T00:00:00Z,2022-02-24T00:00:00Z,2024-12-12T00:00:00Z,Closed,M1G,423.5,19 147174_0
19 149001,0,New Building,Mixed Use/Res w Non Res,2019-05-03T00:00:00Z,2022-03-28T00:00:00Z,2024-10-04T00:00:00Z,Closed,M4N,463,19 149001_0
19 149052,0,New Building,Motel/Hotel,2019-05-03T00:00:00Z,2023-12-13T00:00:00Z,NA,Inspection,M9W,722,19 149052_0
19 150926,0,New Building,Industrial,2019-05-08T00:00:00Z,2021-06-04T00:00:00Z,NA,Inspection,M9C,18063,19 150926_0
19 150993,0,New Building,Apartment Building,2019-05-08T00:00:00Z,2020-09-18T00:00:00Z,2025-08-25T00:00:00Z,Closed,M2N,398.86,19 150993_0
19 153350,0,New Building,Apartment Building,2019-05-13T00:00:00Z,2020-11-18T00:00:00Z,2023-11-29T00:00:00Z,Closed,M4P,186,19 153350_0
19 153651,0,New Building,Mixed Use/Res w Non Res,2019-05-13T00:00:00Z,2021-07-19T00:00:00Z,NA,Inspection,NA,1158,19 153651_0
19 154620,0,New Building,Mixed Use/Res w Non Res,2019-05-15T00:00:00Z,2021-02-22T00:00:00Z,2023-11-27T00:00:00Z,Closed,NA,564,19 154620_0
19 156908,0,New Building,Apartment Building,2019-05-21T00:00:00Z,2021-04-08T00:00:00Z,2024-11-15T00:00:00Z,Closed,NA,1110,19 156908_0
19 157198,0,New Building,Apartment Building,2019-05-21T00:00:00Z,2021-05-12T00:00:00Z,2024-10-22T00:00:00Z,Closed,NA,242.9,19 157198_0
19 158833,0,New Building,Apartment Building,2019-05-24T00:00:00Z,2021-08-11T00:00:00Z,2024-12-10T00:00:00Z,Closed,NA,1381,19 158833_0
19 158862,0,New Building,Apartment Building,2019-05-24T00:00:00Z,2021-11-19T00:00:00Z,2024-12-10T00:00:00Z,Closed,NA,1381,19 158862_0
19 166353,0,New Building,Mixed Use/Res w Non Res,2019-06-05T00:00:00Z,2023-02-01T00:00:00Z,NA,Inspection,M6K,710.7,19 166353_0
19 167031,0,New Houses,SFD - Detached,2019-06-06T00:00:00Z,2019-07-29T00:00:00Z,2026-03-04T00:00:00Z,Closed,M8X,330.96,19 167031_0
19 172738,0,New Building,Car Dealership,2019-06-17T00:00:00Z,2020-05-29T00:00:00Z,2024-12-09T00:00:00Z,Closed,M8Z,2140,19 172738_0
19 173414,0,New Building,Motel/Hotel,2019-06-18T00:00:00Z,2020-12-09T00:00:00Z,2024-02-26T00:00:00Z,Closed,M9W,241.5,19 173414_0
19 173743,0,New Building,Mixed Use/Res w Non Res,2019-06-18T00:00:00Z,NA,NA,Examiner's Notice Sent,M5A,1717,19 173743_0
19 177197,0,Small Residential Projects,SFD - Detached,2019-06-24T00:00:00Z,2019-07-17T00:00:00Z,2020-08-28T00:00:00Z,Closed,M5R,13.7,19 177197_0
19 177735,0,New Building,Mixed Use/Res w Non Res,2019-06-25T00:00:00Z,2022-07-07T00:00:00Z,2025-07-22T00:00:00Z,Closed,M6P,345,19 177735_0
19 181445,0,New Building,Mixed Use/Res w Non Res,2019-07-02T00:00:00Z,2022-12-08T00:00:00Z,2023-09-28T00:00:00Z,Closed,M9N,365.64000000000004,19 181445_0
19 182041,0,Building Additions/Alterations,Multiple Use/Non Residential,2019-07-03T00:00:00Z,2020-11-10T00:00:00Z,NA,Inspection,M1V,1686.3,19 182041_0
19 183003,0,New Building,Mixed Use/Res w Non Res,2019-07-04T00:00:00Z,2022-11-28T00:00:00Z,NA,Inspection,M5A,1171,19 183003_0
19 186549,0,New Building,Mixed Use/Res w Non Res,2019-07-10T00:00:00Z,2024-03-19T00:00:00Z,2026-04-28T00:00:00Z,Closed,M5S,450.8,19 186549_0
19 189205,0,New Building,Apartment Building,2019-07-15T00:00:00Z,2021-09-29T00:00:00Z,2024-06-11T00:00:00Z,Closed,M5V,155,19 189205_0
19 190150,0,New Houses,SFD - Detached,2019-07-16T00:00:00Z,2019-09-09T00:00:00Z,2023-04-28T00:00:00Z,Closed,M9A,332.14000000000004,19 190150_0
19 190838,0,New Building,Apartment Building,2019-07-17T00:00:00Z,2022-05-13T00:00:00Z,2024-05-10T00:00:00Z,Closed,M6B,468,19 190838_0
19 193862,1,New Building,Mixed Use/Res w Non Res,2023-08-16T00:00:00Z,2023-11-10T00:00:00Z,NA,Revision Issued,M4P,620.14,19 193862_1
19 193862,0,New Building,Mixed Use/Res w Non Res,2019-07-23T00:00:00Z,2021-09-28T00:00:00Z,NA,Inspection,M4P,620.14,19 193862_0
19 194559,0,New Building,Mixed Use/Res w Non Res,2019-07-24T00:00:00Z,2021-07-09T00:00:00Z,2024-03-28T00:00:00Z,Closed,M6H,416.2,19 194559_0
19 195141,0,New Building,Apartment Building,2019-07-25T00:00:00Z,2021-06-04T00:00:00Z,2023-07-14T00:00:00Z,Closed,NA,567,19 195141_0
19 195282,0,New Building,University,2019-07-25T00:00:00Z,2020-12-21T00:00:00Z,NA,Inspection,M3J,809,19 195282_0
19 197349,0,New Building,Apartment Building,2019-07-29T00:00:00Z,2021-06-03T00:00:00Z,NA,Inspection,M2J,685,19 197349_0
19 197708,0,New Building,Apartment Building,2019-07-30T00:00:00Z,2023-03-14T00:00:00Z,NA,Inspection,M4C,541.3,19 197708_0
19 198018,0,New Building,Apartment Building,2019-07-30T00:00:00Z,2021-04-09T00:00:00Z,NA,Inspection,M4Y,391.9,19 198018_0
19 198018,1,New Building,Apartment Building,2022-08-26T00:00:00Z,2023-03-28T00:00:00Z,NA,Revision Issued,M4Y,391.9,19 198018_1
19 199071,0,New Building,"Transit Station,Subway, Bus Terminal",2019-08-01T00:00:00Z,2021-11-18T00:00:00Z,2023-12-01T00:00:00Z,Closed,NA,3668.17,19 199071_0
19 201717,0,New Building,Mixed Use/Res w Non Res,2019-08-07T00:00:00Z,2021-11-24T00:00:00Z,NA,Inspection,M1N,161.94,19 201717_0
19 202471,0,New Building,Mixed Use/Res w Non Res,2019-08-08T00:00:00Z,2021-06-24T00:00:00Z,NA,Inspection,M4M,1131.8899999999999,19 202471_0
19 202722,0,New Building,Mixed Use/Res w Non Res,2019-08-08T00:00:00Z,2023-05-23T00:00:00Z,NA,Inspection,M5V,2442,19 202722_0
19 205066,0,New Building,Apartment Building,2019-08-13T00:00:00Z,NA,NA,Examiner's Notice Sent,M5A,153,19 205066_0
19 210543,0,New Building,Apartment Building,2019-08-23T00:00:00Z,2022-09-23T00:00:00Z,2024-10-04T00:00:00Z,Closed,M6E,373.6,19 210543_0
19 210776,0,New Building,Mixed Use/Res w Non Res,2019-08-23T00:00:00Z,2023-02-13T00:00:00Z,NA,Inspection,M6J,236,19 210776_0
19 213465,0,Small Residential Projects,2 Unit - Detached,2019-08-29T00:00:00Z,2019-11-27T00:00:00Z,NA,Inspection,M5R,49.46,19 213465_0
19 214191,0,New Building,Apartment Building,2019-08-30T00:00:00Z,2021-01-13T00:00:00Z,2025-09-08T00:00:00Z,Closed,M5B,97.48,19 214191_0
19 216404,0,Small Residential Projects,SFD - Detached,2019-09-05T00:00:00Z,2019-11-28T00:00:00Z,NA,Permit Issued,M8V,75,19 216404_0
19 217279,0,New Building,Mixed Use/Res w Non Res,2019-09-06T00:00:00Z,2022-08-30T00:00:00Z,NA,Inspection,M5A,3387,19 217279_0
19 218754,0,New Building,Apartment Building,2019-09-10T00:00:00Z,2022-05-06T00:00:00Z,2023-06-09T00:00:00Z,Closed,M6N,800,19 218754_0
19 222530,0,New Building,Multiple Use/Non Residential,2019-09-17T00:00:00Z,2020-04-03T00:00:00Z,2021-06-02T00:00:00Z,Closed,M4G,1071.36,19 222530_0
19 223219,0,New Building,Apartment Building,2019-09-18T00:00:00Z,2021-12-14T00:00:00Z,NA,Inspection,NA,488,19 223219_0
19 224490,0,New Building,Mixed Use/Res w Non Res,2019-09-20T00:00:00Z,2021-05-25T00:00:00Z,NA,Inspection,M4S,224.09,19 224490_0
19 225477,0,New Building,Multiple Use/Non Residential,2019-09-23T00:00:00Z,2021-09-03T00:00:00Z,2026-03-10T00:00:00Z,Closed,M6J,161,19 225477_0
19 225499,0,New Building,Apartment Building,2019-09-23T00:00:00Z,2021-10-15T00:00:00Z,NA,Inspection,M6K,274.52,19 225499_0
19 227883,0,Small Residential Projects,SFD - Semi-Detached,2019-09-27T00:00:00Z,2020-09-15T00:00:00Z,NA,Inspection,M4J,13.66,19 227883_0
19 228153,0,New Building,Apartment Building,2019-09-27T00:00:00Z,2021-01-05T00:00:00Z,2024-05-31T00:00:00Z,Closed,M3H,978,19 228153_0
19 230622,0,New Building,Industrial,2019-10-02T00:00:00Z,2020-02-06T00:00:00Z,NA,Inspection,NA,1111,19 230622_0
19 231069,0,New Building,Industrial,2019-10-02T00:00:00Z,2020-02-06T00:00:00Z,2022-03-10T00:00:00Z,Closed,NA,283,19 231069_0
19 231248,0,New Building,Industrial,2019-10-03T00:00:00Z,2020-02-06T00:00:00Z,2022-03-10T00:00:00Z,Closed,NA,294,19 231248_0
19 232674,0,New Building,Hospital,2019-10-07T00:00:00Z,2024-02-23T00:00:00Z,NA,Inspection,NA,6100,19 232674_0
19 233533,0,New Building,Mixed Use/Res w Non Res,2019-10-08T00:00:00Z,2025-04-15T00:00:00Z,NA,Inspection,M6S,930,19 233533_0
19 235011,0,New Building,Multiple Use/Non Residential,2019-10-10T00:00:00Z,2024-02-01T00:00:00Z,NA,Inspection,M4K,190.7,19 235011_0
19 235615,0,New Building,Mixed Use/Res w Non Res,2019-10-11T00:00:00Z,2022-09-27T00:00:00Z,2024-08-28T00:00:00Z,Closed,M5V,567,19 235615_0
19 237498,0,New Building,Mixed Use/Res w Non Res,2019-10-17T00:00:00Z,2021-02-16T00:00:00Z,NA,Inspection,M5V,82.7,19 237498_0
19 239718,0,New Building,Office,2019-10-22T00:00:00Z,2021-04-29T00:00:00Z,2025-09-02T00:00:00Z,Closed,M5G,836,19 239718_0
19 240547,0,New Building,Office,2019-10-24T00:00:00Z,2024-06-27T00:00:00Z,2024-12-02T00:00:00Z,Closed,NA,460,19 240547_0
19 241854,0,New Building,Apartment Building,2019-10-28T00:00:00Z,2022-02-09T00:00:00Z,NA,Inspection,M6P,263,19 241854_0
19 242126,0,New Building,"Transit Station,Subway, Bus Terminal",2019-10-28T00:00:00Z,2023-12-15T00:00:00Z,2025-08-28T00:00:00Z,Closed,M3J,160.91,19 242126_0
19 245615,0,New Building,Mixed Use/Res w Non Res,2019-11-05T00:00:00Z,2021-06-04T00:00:00Z,NA,Inspection,M5B,0,19 245615_0
19 246402,0,New Building,Mixed Use/Res w Non Res,2019-11-07T00:00:00Z,2022-06-29T00:00:00Z,NA,Inspection,M6E,40.449999999999996,19 246402_0
19 247847,0,New Building,Industrial,2019-11-12T00:00:00Z,2022-11-25T00:00:00Z,NA,Inspection,M8Z,1722.6399999999999,19 247847_0
19 247862,0,New Building,Industrial,2019-11-12T00:00:00Z,2020-07-10T00:00:00Z,2026-04-30T00:00:00Z,Closed,M8Z,712.8,19 247862_0
19 247871,0,New Building,Industrial,2019-11-12T00:00:00Z,2020-07-10T00:00:00Z,2026-04-30T00:00:00Z,Closed,M8Z,633.6,19 247871_0
19 247873,0,New Building,Industrial,2019-11-12T00:00:00Z,2020-07-10T00:00:00Z,2026-04-30T00:00:00Z,Closed,M8Z,712.8,19 247873_0
19 247884,0,New Building,Industrial,2019-11-12T00:00:00Z,2020-07-10T00:00:00Z,2026-04-28T00:00:00Z,Closed,M8Z,1830.31,19 247884_0
19 249558,0,New Building,Mixed Use/Res w Non Res,2019-11-15T00:00:00Z,2023-04-25T00:00:00Z,NA,Inspection,M4P,1050.5,19 249558_0
19 251115,0,New Building,Mixed Use/Res w Non Res,2019-11-19T00:00:00Z,2021-05-07T00:00:00Z,NA,Inspection,M5V,431,19 251115_0
19 252596,0,New Building,Apartment Building,2019-11-22T00:00:00Z,2023-04-04T00:00:00Z,NA,Inspection,M2J,169,19 252596_0
19 254279,0,New Building,Mixed Use/Res w Non Res,2019-11-27T00:00:00Z,2023-01-19T00:00:00Z,2026-04-14T00:00:00Z,Closed,M3H,2815,19 254279_0
19 254476,0,New Building,Mixed Use/Res w Non Res,2019-11-27T00:00:00Z,2022-11-01T00:00:00Z,2026-04-16T00:00:00Z,Closed,M3H,369.02,19 254476_0
19 256079,0,New Building,Place of Worship,2019-12-02T00:00:00Z,2023-11-06T00:00:00Z,2025-02-27T00:00:00Z,Closed,M4P,131,19 256079_0
19 256342,0,New Building,Mixed Use/Res w Non Res,2019-12-02T00:00:00Z,2024-04-30T00:00:00Z,NA,Inspection,M4W,156,19 256342_0
19 257605,0,New Building,Apartment Building,2019-12-05T00:00:00Z,2021-11-15T00:00:00Z,NA,Inspection,NA,1386,19 257605_0
19 258204,0,New Building,Apartment Building,2019-12-06T00:00:00Z,2025-04-16T00:00:00Z,NA,Inspection,M3C,525,19 258204_0
19 259425,0,New Building,Mixed Use/Res w Non Res,2019-12-10T00:00:00Z,2023-10-05T00:00:00Z,NA,Inspection,M4C,634.1,19 259425_0
19 259971,0,New Building,Mixed Use/Res w Non Res,2019-12-11T00:00:00Z,2022-02-17T00:00:00Z,NA,Inspection,NA,257,19 259971_0
19 260585,0,New Building,Mixed Use/Res w Non Res,2019-12-12T00:00:00Z,2023-02-06T00:00:00Z,2025-10-07T00:00:00Z,Closed,M6C,797.6,19 260585_0
19 260922,0,New Building,Mixed Use/Res w Non Res,2019-12-13T00:00:00Z,2023-04-14T00:00:00Z,NA,Inspection,M4S,477,19 260922_0
19 260922,1,New Building,Mixed Use/Res w Non Res,2024-06-21T00:00:00Z,2025-07-22T00:00:00Z,NA,Revision Issued,M4S,380.81,19 260922_1
19 261538,0,New Building,Mixed Use/Res w Non Res,2019-12-16T00:00:00Z,2024-01-31T00:00:00Z,NA,Inspection,M4L,249,19 261538_0
19 262243,0,New Building,Apartment Building,2019-12-17T00:00:00Z,2021-10-04T00:00:00Z,2025-11-17T00:00:00Z,Closed,M5A,421,19 262243_0
19 262244,0,New Building,Mixed Use/Res w Non Res,2019-12-17T00:00:00Z,NA,NA,Under Review,NA,952,19 262244_0
19 262754,0,New Building,Apartment Building,2019-12-18T00:00:00Z,NA,NA,Response Received,NA,979.55,19 262754_0
19 262821,0,New Building,Other,2019-12-18T00:00:00Z,2024-10-02T00:00:00Z,NA,Inspection,M4G,1274,19 262821_0
19 262958,0,New Building,Recreational,2019-12-18T00:00:00Z,2024-07-19T00:00:00Z,NA,Inspection,M6H,780,19 262958_0
19 263364,0,New Building,Mixed Use/Res w Non Res,2019-12-19T00:00:00Z,2024-12-27T00:00:00Z,2025-03-26T00:00:00Z,Closed,M5V,108.7,19 263364_0
19 263615,0,New Building,Apartment Building,2019-12-20T00:00:00Z,2022-04-28T00:00:00Z,2025-07-16T00:00:00Z,Closed,M8X,259.1,19 263615_0
19 263742,0,New Building,Mixed Use/Res w Non Res,2019-12-20T00:00:00Z,2023-05-05T00:00:00Z,2025-12-10T00:00:00Z,Closed,M5A,2164.4,19 263742_0
19 263816,0,New Building,Place of Worship,2019-12-20T00:00:00Z,2020-06-05T00:00:00Z,NA,Inspection,M1X,933.8,19 263816_0
19 264412,0,Building Additions/Alterations,Hospital,2019-12-23T00:00:00Z,2020-12-02T00:00:00Z,NA,Inspection,M4N,1083,19 264412_0
19 264646,0,New Building,Multiple Use/Non Residential,2019-12-24T00:00:00Z,NA,NA,Examiner's Notice Sent,M5B,268,19 264646_0
19 264650,0,New Building,Multiple Use/Non Residential,2019-12-24T00:00:00Z,2021-12-22T00:00:00Z,2025-08-21T00:00:00Z,Closed,M5A,1518,19 264650_0
19 264722,0,New Building,Mixed Use/Res w Non Res,2019-12-24T00:00:00Z,2022-08-16T00:00:00Z,NA,Inspection,NA,631.374,19 264722_0
20 105721,0,New Building,Multiple Use/Non Residential,2020-01-17T00:00:00Z,2024-08-02T00:00:00Z,NA,Inspection,M5J,2128,20 105721_0
20 105800,0,New Building,Mixed Use/Res w Non Res,2020-01-17T00:00:00Z,2023-06-01T00:00:00Z,NA,Inspection,M6K,368,20 105800_0
20 107981,0,New Building,Multiple Use/Non Residential,2020-01-23T00:00:00Z,2021-05-14T00:00:00Z,NA,Inspection,M5G,561.64,20 107981_0
20 110509,0,New Building,Secondary School,2020-01-30T00:00:00Z,2021-12-08T00:00:00Z,2026-03-10T00:00:00Z,Closed,M6H,0,20 110509_0
20 111626,0,New Houses,SFD - Detached,2020-02-03T00:00:00Z,2020-05-25T00:00:00Z,2021-11-05T00:00:00Z,Closed,M4K,86,20 111626_0
20 113652,0,New Building,Mixed Use/Res w Non Res,2020-02-07T00:00:00Z,2023-08-02T00:00:00Z,NA,Inspection,M9N,139,20 113652_0
20 116395,0,New Houses,SFD - Detached,2020-02-18T00:00:00Z,2020-04-16T00:00:00Z,2021-05-27T00:00:00Z,Closed,M4K,25,20 116395_0
20 117552,0,Building Additions/Alterations,Multiple Use/Non Residential,2020-02-20T00:00:00Z,2025-08-13T00:00:00Z,NA,Inspection,M5R,412.78999999999996,20 117552_0
20 128430,1,Small Residential Projects,Laneway / Rear Yard Suite,2020-10-26T00:00:00Z,2020-11-27T00:00:00Z,2021-11-12T00:00:00Z,Closed,M6R,7.08,20 128430_1
20 135510,0,New Building,Mixed Use/Res w Non Res,2020-04-20T00:00:00Z,2023-02-23T00:00:00Z,NA,Inspection,NA,1745,20 135510_0
20 141287,0,Small Residential Projects,SFD - Detached,2020-05-01T00:00:00Z,2020-06-12T00:00:00Z,NA,Inspection,M4E,15.75,20 141287_0
20 143885,0,New Building,Mixed Use/Res w Non Res,2020-05-08T00:00:00Z,2025-04-03T00:00:00Z,NA,Inspection,M5R,294,20 143885_0
20 144330,0,New Building,Mixed Use/Res w Non Res,2020-05-11T00:00:00Z,NA,NA,Examiner's Notice Sent,NA,205,20 144330_0
20 144610,0,New Building,Home for the Aged,2020-05-12T00:00:00Z,2021-04-09T00:00:00Z,2023-06-02T00:00:00Z,Closed,M3C,667.23,20 144610_0
20 147160,1,Small Residential Projects,SFD - Detached,2020-09-25T00:00:00Z,2020-10-07T00:00:00Z,NA,Revision Issued,M4E,6.3,20 147160_1
20 148505,0,New Building,Industrial Warehouse/Hazardous Building,2020-05-25T00:00:00Z,2020-08-11T00:00:00Z,NA,Inspection,M4M,3671,20 148505_0
20 150855,0,New Building,Mixed Use/Res w Non Res,2020-06-01T00:00:00Z,2023-12-20T00:00:00Z,2025-02-06T00:00:00Z,Closed,M4M,89,20 150855_0
20 152672,0,New Building,Other,2020-06-05T00:00:00Z,2020-08-17T00:00:00Z,2026-01-13T00:00:00Z,Closed,M6H,54.47,20 152672_0
20 154001,0,New Building,Home for the Aged,2020-06-09T00:00:00Z,2021-03-09T00:00:00Z,NA,Inspection,M6M,261,20 154001_0
20 154037,0,Small Residential Projects,2 Unit - Townhouse,2020-06-09T00:00:00Z,2020-11-24T00:00:00Z,2025-08-22T00:00:00Z,Closed,M6J,12.5,20 154037_0
20 158122,0,Small Residential Projects,SFD - Semi-Detached,2020-06-19T00:00:00Z,2020-07-03T00:00:00Z,NA,Inspection,M4L,22,20 158122_0
20 159081,0,New Building,Nursing Home Facility,2020-06-23T00:00:00Z,2022-04-26T00:00:00Z,NA,Inspection,M6S,1353,20 159081_0
20 161333,0,New Building,Office,2020-06-29T00:00:00Z,2022-11-10T00:00:00Z,2026-05-01T00:00:00Z,Closed,M4A,200,20 161333_0
20 161849,0,New Building,Apartment Building,2020-06-30T00:00:00Z,2023-03-27T00:00:00Z,2025-05-09T00:00:00Z,Closed,M5M,758,20 161849_0
20 162564,0,New Building,Student Residence,2020-07-02T00:00:00Z,2021-07-28T00:00:00Z,2024-03-18T00:00:00Z,Closed,M1C,1407,20 162564_0
20 164735,0,New Building,Apartment Building,2020-07-08T00:00:00Z,2022-08-04T00:00:00Z,2025-07-29T00:00:00Z,Closed,M9N,103.25,20 164735_0
20 171510,0,New Building,Apartment Building,2020-07-23T00:00:00Z,2021-10-29T00:00:00Z,NA,Inspection,M8Z,809,20 171510_0
20 172112,0,New Building,Mixed Use/Res w Non Res,2020-07-24T00:00:00Z,2023-06-16T00:00:00Z,NA,Inspection,M6H,1206.49,20 172112_0
20 172217,0,New Building,Mixed Use/Res w Non Res,2020-07-24T00:00:00Z,2023-06-13T00:00:00Z,NA,Inspection,M6H,1206.49,20 172217_0
20 172327,0,New Building,Mixed Use/Res w Non Res,2020-07-24T00:00:00Z,2022-05-09T00:00:00Z,2025-12-23T00:00:00Z,Closed,NA,659,20 172327_0
