PERMIT_NUM,REVISION_NUM,STRUCTURE_TYPE,APPLICATION_DATE,ISSUED_DATE,COMPLETED_DATE,STATUS,POSTAL,GREEN_ROOF_AREA,ECO_ROOF,ID,CFSAUID,G_AREA
19 197349,0,Apartment Building,2019-07-29T00:00:00Z,2021-06-03T00:00:00Z,NA,Inspection,M2J,685,FALSE,19 197349_0,M2J,685
19 197708,0,Apartment Building,2019-07-30T00:00:00Z,2023-03-14T00:00:00Z,NA,Inspection,M4C,541.3,FALSE,19 197708_0,M4C,541.3
19 198018,0,Apartment Building,2019-07-30T00:00:00Z,2021-04-09T00:00:00Z,NA,Inspection,M4Y,391.9,FALSE,19 198018_0,M4Y,391.9
19 198018,1,Apartment Building,2022-08-26T00:00:00Z,2023-03-28T00:00:00Z,NA,Revision Issued,M4Y,391.9,FALSE,19 198018_1,M4Y,391.9
19 199071,0,"Transit Station,Subway, Bus Terminal",2019-08-01T00:00:00Z,2021-11-18T00:00:00Z,2023-12-01T00:00:00Z,Closed,NA,3668.17,FALSE,19 199071_0,NA,3668.17
19 201717,0,Mixed Use/Res w Non Res,2019-08-07T00:00:00Z,2021-11-24T00:00:00Z,NA,Inspection,M1N,161.94,FALSE,19 201717_0,M1N,161.94
19 202471,0,Mixed Use/Res w Non Res,2019-08-08T00:00:00Z,2021-06-24T00:00:00Z,NA,Inspection,M4M,1131.8899999999999,FALSE,19 202471_0,M4M,1131.8899999999999
19 202722,0,Mixed Use/Res w Non Res,2019-08-08T00:00:00Z,2023-05-23T00:00:00Z,NA,Inspection,M5V,2442,FALSE,19 202722_0,M5V,2442
19 205066,0,Apartment Building,2019-08-13T00:00:00Z,NA,NA,Examiner's Notice Sent,M5A,153,FALSE,19 205066_0,M5A,153
19 210543,0,Apartment Building,2019-08-23T00:00:00Z,2022-09-23T00:00:00Z,2024-10-04T00:00:00Z,Closed,M6E,373.6,FALSE,19 210543_0,M6E,373.6
19 210776,0,Mixed Use/Res w Non Res,2019-08-23T00:00:00Z,2023-02-13T00:00:00Z,NA,Inspection,M6J,236,FALSE,19 210776_0,M6J,236
19 213465,0,2 Unit - Detached,2019-08-29T00:00:00Z,2019-11-27T00:00:00Z,NA,Inspection,M5R,49.46,FALSE,19 213465_0,M5R,49.46
19 214191,0,Apartment Building,2019-08-30T00:00:00Z,2021-01-13T00:00:00Z,2025-09-08T00:00:00Z,Closed,M5B,97.48,FALSE,19 214191_0,M5B,97.48
19 216404,0,SFD - Detached,2019-09-05T00:00:00Z,2019-11-28T00:00:00Z,NA,Permit Issued,M8V,75,FALSE,19 216404_0,M8V,75
19 217279,0,Mixed Use/Res w Non Res,2019-09-06T00:00:00Z,2022-08-30T00:00:00Z,NA,Inspection,M5A,3387,FALSE,19 217279_0,M5A,3387
19 218754,0,Apartment Building,2019-09-10T00:00:00Z,2022-05-06T00:00:00Z,2023-06-09T00:00:00Z,Closed,M6N,800,FALSE,19 218754_0,M6N,800
19 222530,0,Multiple Use/Non Residential,2019-09-17T00:00:00Z,2020-04-03T00:00:00Z,2021-06-02T00:00:00Z,Closed,M4G,1071.36,FALSE,19 222530_0,M4G,1071.36
19 223219,0,Apartment Building,2019-09-18T00:00:00Z,2021-12-14T00:00:00Z,NA,Inspection,NA,488,FALSE,19 223219_0,NA,488
19 224490,0,Mixed Use/Res w Non Res,2019-09-20T00:00:00Z,2021-05-25T00:00:00Z,NA,Inspection,M4S,224.09,FALSE,19 224490_0,M4S,224.09
19 225477,0,Multiple Use/Non Residential,2019-09-23T00:00:00Z,2021-09-03T00:00:00Z,2026-03-10T00:00:00Z,Closed,M6J,161,FALSE,19 225477_0,M6J,161
19 225499,0,Apartment Building,2019-09-23T00:00:00Z,2021-10-15T00:00:00Z,NA,Inspection,M6K,274.52,FALSE,19 225499_0,M6K,274.52
19 227883,0,SFD - Semi-Detached,2019-09-27T00:00:00Z,2020-09-15T00:00:00Z,NA,Inspection,M4J,13.66,FALSE,19 227883_0,M4J,13.66
19 228153,0,Apartment Building,2019-09-27T00:00:00Z,2021-01-05T00:00:00Z,2024-05-31T00:00:00Z,Closed,M3H,978,FALSE,19 228153_0,M3H,978
19 230622,0,Industrial,2019-10-02T00:00:00Z,2020-02-06T00:00:00Z,NA,Inspection,NA,1111,FALSE,19 230622_0,NA,1111
19 231069,0,Industrial,2019-10-02T00:00:00Z,2020-02-06T00:00:00Z,2022-03-10T00:00:00Z,Closed,NA,283,FALSE,19 231069_0,NA,283
19 231248,0,Industrial,2019-10-03T00:00:00Z,2020-02-06T00:00:00Z,2022-03-10T00:00:00Z,Closed,NA,294,FALSE,19 231248_0,NA,294
19 232674,0,Hospital,2019-10-07T00:00:00Z,2024-02-23T00:00:00Z,NA,Inspection,NA,6100,FALSE,19 232674_0,NA,6100
19 233533,0,Mixed Use/Res w Non Res,2019-10-08T00:00:00Z,2025-04-15T00:00:00Z,NA,Inspection,M6S,930,FALSE,19 233533_0,M6S,930
19 233698,3,SFD - Detached,2022-01-14T00:00:00Z,2022-02-03T00:00:00Z,2022-08-04T00:00:00Z,Closed,M4K,51.6,TRUE,19 233698_3,M4K,51.6
19 235011,0,Multiple Use/Non Residential,2019-10-10T00:00:00Z,2024-02-01T00:00:00Z,NA,Inspection,M4K,190.7,FALSE,19 235011_0,M4K,190.7
19 235615,0,Mixed Use/Res w Non Res,2019-10-11T00:00:00Z,2022-09-27T00:00:00Z,2024-08-28T00:00:00Z,Closed,M5V,567,FALSE,19 235615_0,M5V,567
19 237498,0,Mixed Use/Res w Non Res,2019-10-17T00:00:00Z,2021-02-16T00:00:00Z,NA,Inspection,M5V,82.7,FALSE,19 237498_0,M5V,82.7
19 239718,0,Office,2019-10-22T00:00:00Z,2021-04-29T00:00:00Z,2025-09-02T00:00:00Z,Closed,M5G,836,FALSE,19 239718_0,M5G,836
19 240547,0,Office,2019-10-24T00:00:00Z,2024-06-27T00:00:00Z,2024-12-02T00:00:00Z,Closed,NA,460,FALSE,19 240547_0,NA,460
19 241854,0,Apartment Building,2019-10-28T00:00:00Z,2022-02-09T00:00:00Z,NA,Inspection,M6P,263,FALSE,19 241854_0,M6P,263
19 242126,0,"Transit Station,Subway, Bus Terminal",2019-10-28T00:00:00Z,2023-12-15T00:00:00Z,2025-08-28T00:00:00Z,Closed,M3J,160.91,FALSE,19 242126_0,M3J,160.91
19 245615,0,Mixed Use/Res w Non Res,2019-11-05T00:00:00Z,2021-06-04T00:00:00Z,NA,Inspection,M5B,0,FALSE,19 245615_0,M5B,0
19 246402,0,Mixed Use/Res w Non Res,2019-11-07T00:00:00Z,2022-06-29T00:00:00Z,NA,Inspection,M6E,40.449999999999996,FALSE,19 246402_0,M6E,40.449999999999996
19 247847,0,Industrial,2019-11-12T00:00:00Z,2022-11-25T00:00:00Z,NA,Inspection,M8Z,1722.6399999999999,FALSE,19 247847_0,M8Z,1722.6399999999999
19 247862,0,Industrial,2019-11-12T00:00:00Z,2020-07-10T00:00:00Z,2026-04-30T00:00:00Z,Closed,M8Z,712.8,FALSE,19 247862_0,M8Z,712.8
19 247871,0,Industrial,2019-11-12T00:00:00Z,2020-07-10T00:00:00Z,2026-04-30T00:00:00Z,Closed,M8Z,633.6,FALSE,19 247871_0,M8Z,633.6
19 247873,0,Industrial,2019-11-12T00:00:00Z,2020-07-10T00:00:00Z,2026-04-30T00:00:00Z,Closed,M8Z,712.8,FALSE,19 247873_0,M8Z,712.8
19 247884,0,Industrial,2019-11-12T00:00:00Z,2020-07-10T00:00:00Z,2026-04-28T00:00:00Z,Closed,M8Z,1830.31,FALSE,19 247884_0,M8Z,1830.31
19 249558,0,Mixed Use/Res w Non Res,2019-11-15T00:00:00Z,2023-04-25T00:00:00Z,NA,Inspection,M4P,1050.5,FALSE,19 249558_0,M4P,1050.5
19 251115,0,Mixed Use/Res w Non Res,2019-11-19T00:00:00Z,2021-05-07T00:00:00Z,NA,Inspection,M5V,431,FALSE,19 251115_0,M5V,431
19 252596,0,Apartment Building,2019-11-22T00:00:00Z,2023-04-04T00:00:00Z,NA,Inspection,M2J,169,FALSE,19 252596_0,M2J,169
19 254279,0,Mixed Use/Res w Non Res,2019-11-27T00:00:00Z,2023-01-19T00:00:00Z,2026-04-14T00:00:00Z,Closed,M3H,2815,FALSE,19 254279_0,M3H,2815
19 254476,0,Mixed Use/Res w Non Res,2019-11-27T00:00:00Z,2022-11-01T00:00:00Z,2026-04-16T00:00:00Z,Closed,M3H,369.02,FALSE,19 254476_0,M3H,369.02
19 256079,0,Place of Worship,2019-12-02T00:00:00Z,2023-11-06T00:00:00Z,2025-02-27T00:00:00Z,Closed,M4P,131,FALSE,19 256079_0,M4P,131
19 256342,0,Mixed Use/Res w Non Res,2019-12-02T00:00:00Z,2024-04-30T00:00:00Z,NA,Inspection,M4W,156,FALSE,19 256342_0,M4W,156
19 257605,0,Apartment Building,2019-12-05T00:00:00Z,2021-11-15T00:00:00Z,NA,Inspection,NA,1386,FALSE,19 257605_0,NA,1386
19 258204,0,Apartment Building,2019-12-06T00:00:00Z,2025-04-16T00:00:00Z,NA,Inspection,M3C,525,FALSE,19 258204_0,M3C,525
19 259425,0,Mixed Use/Res w Non Res,2019-12-10T00:00:00Z,2023-10-05T00:00:00Z,NA,Inspection,M4C,634.1,FALSE,19 259425_0,M4C,634.1
19 259971,0,Mixed Use/Res w Non Res,2019-12-11T00:00:00Z,2022-02-17T00:00:00Z,NA,Inspection,NA,257,FALSE,19 259971_0,NA,257
19 260585,0,Mixed Use/Res w Non Res,2019-12-12T00:00:00Z,2023-02-06T00:00:00Z,2025-10-07T00:00:00Z,Closed,M6C,797.6,FALSE,19 260585_0,M6C,797.6
19 260922,0,Mixed Use/Res w Non Res,2019-12-13T00:00:00Z,2023-04-14T00:00:00Z,NA,Inspection,M4S,477,FALSE,19 260922_0,M4S,477
19 260922,1,Mixed Use/Res w Non Res,2024-06-21T00:00:00Z,2025-07-22T00:00:00Z,NA,Revision Issued,M4S,380.81,FALSE,19 260922_1,M4S,380.81
19 261538,0,Mixed Use/Res w Non Res,2019-12-16T00:00:00Z,2024-01-31T00:00:00Z,NA,Inspection,M4L,249,FALSE,19 261538_0,M4L,249
19 262243,0,Apartment Building,2019-12-17T00:00:00Z,2021-10-04T00:00:00Z,2025-11-17T00:00:00Z,Closed,M5A,421,FALSE,19 262243_0,M5A,421
19 262244,0,Mixed Use/Res w Non Res,2019-12-17T00:00:00Z,NA,NA,Under Review,NA,952,FALSE,19 262244_0,NA,952
19 262754,0,Apartment Building,2019-12-18T00:00:00Z,NA,NA,Response Received,NA,979.55,FALSE,19 262754_0,NA,979.55
19 262821,0,Other,2019-12-18T00:00:00Z,2024-10-02T00:00:00Z,NA,Inspection,M4G,1274,FALSE,19 262821_0,M4G,1274
19 262958,0,Recreational,2019-12-18T00:00:00Z,2024-07-19T00:00:00Z,NA,Inspection,M6H,780,FALSE,19 262958_0,M6H,780
19 263364,0,Mixed Use/Res w Non Res,2019-12-19T00:00:00Z,2024-12-27T00:00:00Z,2025-03-26T00:00:00Z,Closed,M5V,108.7,FALSE,19 263364_0,M5V,108.7
19 263615,0,Apartment Building,2019-12-20T00:00:00Z,2022-04-28T00:00:00Z,2025-07-16T00:00:00Z,Closed,M8X,259.1,FALSE,19 263615_0,M8X,259.1
19 263742,0,Mixed Use/Res w Non Res,2019-12-20T00:00:00Z,2023-05-05T00:00:00Z,2025-12-10T00:00:00Z,Closed,M5A,2164.4,FALSE,19 263742_0,M5A,2164.4
19 263816,0,Place of Worship,2019-12-20T00:00:00Z,2020-06-05T00:00:00Z,NA,Inspection,M1X,933.8,FALSE,19 263816_0,M1X,933.8
19 264412,0,Hospital,2019-12-23T00:00:00Z,2020-12-02T00:00:00Z,NA,Inspection,M4N,1083,FALSE,19 264412_0,M4N,1083
19 264646,0,Multiple Use/Non Residential,2019-12-24T00:00:00Z,NA,NA,Examiner's Notice Sent,M5B,268,FALSE,19 264646_0,M5B,268
19 264650,0,Multiple Use/Non Residential,2019-12-24T00:00:00Z,2021-12-22T00:00:00Z,2025-08-21T00:00:00Z,Closed,M5A,1518,FALSE,19 264650_0,M5A,1518
19 264722,0,Mixed Use/Res w Non Res,2019-12-24T00:00:00Z,2022-08-16T00:00:00Z,NA,Inspection,NA,631.374,FALSE,19 264722_0,NA,631.374
20 105721,0,Multiple Use/Non Residential,2020-01-17T00:00:00Z,2024-08-02T00:00:00Z,NA,Inspection,M5J,2128,FALSE,20 105721_0,M5J,2128
20 105800,0,Mixed Use/Res w Non Res,2020-01-17T00:00:00Z,2023-06-01T00:00:00Z,NA,Inspection,M6K,368,FALSE,20 105800_0,M6K,368
20 107981,0,Multiple Use/Non Residential,2020-01-23T00:00:00Z,2021-05-14T00:00:00Z,NA,Inspection,M5G,561.64,FALSE,20 107981_0,M5G,561.64
20 110509,0,Secondary School,2020-01-30T00:00:00Z,2021-12-08T00:00:00Z,2026-03-10T00:00:00Z,Closed,M6H,0,FALSE,20 110509_0,M6H,0
20 111626,0,SFD - Detached,2020-02-03T00:00:00Z,2020-05-25T00:00:00Z,2021-11-05T00:00:00Z,Closed,M4K,86,FALSE,20 111626_0,M4K,86
20 113652,0,Mixed Use/Res w Non Res,2020-02-07T00:00:00Z,2023-08-02T00:00:00Z,NA,Inspection,M9N,139,FALSE,20 113652_0,M9N,139
20 116395,0,SFD - Detached,2020-02-18T00:00:00Z,2020-04-16T00:00:00Z,2021-05-27T00:00:00Z,Closed,M4K,25,FALSE,20 116395_0,M4K,25
20 117552,0,Multiple Use/Non Residential,2020-02-20T00:00:00Z,2025-08-13T00:00:00Z,NA,Inspection,M5R,412.78999999999996,FALSE,20 117552_0,M5R,412.78999999999996
20 128430,1,Laneway / Rear Yard Suite,2020-10-26T00:00:00Z,2020-11-27T00:00:00Z,2021-11-12T00:00:00Z,Closed,M6R,7.08,FALSE,20 128430_1,M6R,7.08
20 135510,0,Mixed Use/Res w Non Res,2020-04-20T00:00:00Z,2023-02-23T00:00:00Z,2026-05-07T00:00:00Z,Closed,NA,1745,FALSE,20 135510_0,NA,1745
20 141287,0,SFD - Detached,2020-05-01T00:00:00Z,2020-06-12T00:00:00Z,NA,Inspection,M4E,15.75,FALSE,20 141287_0,M4E,15.75
20 141310,1,SFD - Detached,2020-09-24T00:00:00Z,2020-10-09T00:00:00Z,2022-10-12T00:00:00Z,Closed,M8Z,64.75,TRUE,20 141310_1,M8Z,64.75
20 143885,0,Mixed Use/Res w Non Res,2020-05-08T00:00:00Z,2025-04-03T00:00:00Z,NA,Inspection,M5R,294,FALSE,20 143885_0,M5R,294
20 144330,0,Mixed Use/Res w Non Res,2020-05-11T00:00:00Z,NA,NA,Examiner's Notice Sent,NA,205,FALSE,20 144330_0,NA,205
20 144610,0,Home for the Aged,2020-05-12T00:00:00Z,2021-04-09T00:00:00Z,2023-06-02T00:00:00Z,Closed,M3C,667.23,FALSE,20 144610_0,M3C,667.23
20 147160,1,SFD - Detached,2020-09-25T00:00:00Z,2020-10-07T00:00:00Z,NA,Revision Issued,M4E,6.3,FALSE,20 147160_1,M4E,6.3
20 148505,0,Industrial Warehouse/Hazardous Building,2020-05-25T00:00:00Z,2020-08-11T00:00:00Z,NA,Inspection,M4M,3671,FALSE,20 148505_0,M4M,3671
20 149555,0,SFD - Semi-Detached,2020-05-27T00:00:00Z,2020-06-10T00:00:00Z,2020-12-02T00:00:00Z,Closed,M4S,37,TRUE,20 149555_0,M4S,37
20 150855,0,Mixed Use/Res w Non Res,2020-06-01T00:00:00Z,2023-12-20T00:00:00Z,2025-02-06T00:00:00Z,Closed,M4M,89,FALSE,20 150855_0,M4M,89
20 152672,0,Other,2020-06-05T00:00:00Z,2020-08-17T00:00:00Z,2026-01-13T00:00:00Z,Closed,M6H,54.47,FALSE,20 152672_0,M6H,54.47
20 154001,0,Home for the Aged,2020-06-09T00:00:00Z,2021-03-09T00:00:00Z,NA,Inspection,M6M,261,FALSE,20 154001_0,M6M,261
20 154037,0,2 Unit - Townhouse,2020-06-09T00:00:00Z,2020-11-24T00:00:00Z,2025-08-22T00:00:00Z,Closed,M6J,12.5,FALSE,20 154037_0,M6J,12.5
20 158122,0,SFD - Semi-Detached,2020-06-19T00:00:00Z,2020-07-03T00:00:00Z,NA,Inspection,M4L,22,FALSE,20 158122_0,M4L,22
20 159081,0,Nursing Home Facility,2020-06-23T00:00:00Z,2022-04-26T00:00:00Z,NA,Inspection,M6S,1353,FALSE,20 159081_0,M6S,1353
20 161333,0,Office,2020-06-29T00:00:00Z,2022-11-10T00:00:00Z,2026-05-01T00:00:00Z,Closed,M4A,200,FALSE,20 161333_0,M4A,200
20 161849,0,Apartment Building,2020-06-30T00:00:00Z,2023-03-27T00:00:00Z,2025-05-09T00:00:00Z,Closed,M5M,758,FALSE,20 161849_0,M5M,758
20 162564,0,Student Residence,2020-07-02T00:00:00Z,2021-07-28T00:00:00Z,2024-03-18T00:00:00Z,Closed,M1C,1407,FALSE,20 162564_0,M1C,1407
20 164735,0,Apartment Building,2020-07-08T00:00:00Z,2022-08-04T00:00:00Z,2025-07-29T00:00:00Z,Closed,M9N,103.25,FALSE,20 164735_0,M9N,103.25
20 171510,0,Apartment Building,2020-07-23T00:00:00Z,2021-10-29T00:00:00Z,NA,Inspection,M8Z,809,FALSE,20 171510_0,M8Z,809
20 172112,0,Mixed Use/Res w Non Res,2020-07-24T00:00:00Z,2023-06-16T00:00:00Z,NA,Inspection,M6H,1206.49,FALSE,20 172112_0,M6H,1206.49
20 172217,0,Mixed Use/Res w Non Res,2020-07-24T00:00:00Z,2023-06-13T00:00:00Z,NA,Inspection,M6H,1206.49,FALSE,20 172217_0,M6H,1206.49
20 172327,0,Mixed Use/Res w Non Res,2020-07-24T00:00:00Z,2022-05-09T00:00:00Z,2025-12-23T00:00:00Z,Closed,NA,659,FALSE,20 172327_0,NA,659
20 172999,0,Mixed Use/Res w Non Res,2020-07-27T00:00:00Z,2025-02-12T00:00:00Z,NA,Work Not Started,M1T,85,FALSE,20 172999_0,M1T,85
20 174776,0,Industrial,2020-07-30T00:00:00Z,2021-07-19T00:00:00Z,2023-10-19T00:00:00Z,Closed,NA,4017,FALSE,20 174776_0,NA,4017
20 175294,0,Mixed Use/Res w Non Res,2020-07-31T00:00:00Z,2024-09-17T00:00:00Z,NA,Inspection,NA,632,FALSE,20 175294_0,NA,632
20 177523,0,Apartment Building,2020-08-07T00:00:00Z,2022-12-23T00:00:00Z,NA,Inspection,M4P,182,FALSE,20 177523_0,M4P,182
20 178544,0,Mixed Use/Res w Non Res,2020-08-10T00:00:00Z,2024-05-23T00:00:00Z,NA,Inspection,M4X,65.8,FALSE,20 178544_0,M4X,65.8
20 182304,0,Elementary School,2020-08-18T00:00:00Z,NA,NA,Examiner's Notice Sent,M6G,404,FALSE,20 182304_0,M6G,404
20 182384,0,SFD - Semi-Detached,2020-08-18T00:00:00Z,2021-04-16T00:00:00Z,2021-12-07T00:00:00Z,Closed,M4J,11,TRUE,20 182384_0,M4J,11
20 182493,0,Apartment Building,2020-08-18T00:00:00Z,2023-07-26T00:00:00Z,NA,Inspection,M4V,70.4,FALSE,20 182493_0,M4V,70.4
20 183171,0,Mixed Use/Res w Non Res,2020-08-20T00:00:00Z,2023-01-25T00:00:00Z,2026-01-16T00:00:00Z,Closed,M6E,495.2,FALSE,20 183171_0,M6E,495.2
20 184518,0,Student Residence,2020-08-24T00:00:00Z,2021-09-17T00:00:00Z,NA,Inspection,NA,1140.74,FALSE,20 184518_0,NA,1140.74
20 184568,0,Student Residence,2020-08-24T00:00:00Z,2021-09-16T00:00:00Z,NA,Inspection,NA,367.24,FALSE,20 184568_0,NA,367.24
20 185292,0,Apartment Building,2020-08-25T00:00:00Z,2024-05-03T00:00:00Z,NA,Inspection,M3C,553.56,FALSE,20 185292_0,M3C,553.56
20 187227,0,Student Residence,2020-08-28T00:00:00Z,NA,NA,Inspection,M5S,723,FALSE,20 187227_0,M5S,723
20 188135,0,Mixed Use/Res w Non Res,2020-09-01T00:00:00Z,2022-11-29T00:00:00Z,2025-03-25T00:00:00Z,Closed,M5B,507,FALSE,20 188135_0,M5B,507
20 188179,0,SFD - Detached,2020-09-01T00:00:00Z,2020-10-30T00:00:00Z,2021-07-15T00:00:00Z,Closed,M6C,24,TRUE,20 188179_0,M6C,24
20 192670,0,College/Trade/Tech School/Training Cent.,2020-09-11T00:00:00Z,2022-08-31T00:00:00Z,2025-09-11T00:00:00Z,Closed,NA,810,FALSE,20 192670_0,NA,810
20 193640,0,Mixed Use/Res w Non Res,2020-09-15T00:00:00Z,2022-01-06T00:00:00Z,NA,Inspection,M4G,531.5,FALSE,20 193640_0,M4G,531.5
20 196282,0,Laneway / Rear Yard Suite,2020-09-21T00:00:00Z,2021-03-31T00:00:00Z,2022-08-03T00:00:00Z,Closed,M6G,45.97,FALSE,20 196282_0,M6G,45.97
20 197292,0,Industrial,2020-09-22T00:00:00Z,2021-01-08T00:00:00Z,NA,Inspection,M4M,2290,FALSE,20 197292_0,M4M,2290
20 201517,0,Apartment Building,2020-10-01T00:00:00Z,2026-02-05T00:00:00Z,NA,Permit Issued,M4P,561,FALSE,20 201517_0,M4P,561
20 202777,0,Apartment Building,2020-10-05T00:00:00Z,2026-02-02T00:00:00Z,NA,Inspection,M4P,561,FALSE,20 202777_0,M4P,561
20 204636,0,SFD - Detached,2020-10-08T00:00:00Z,2021-01-26T00:00:00Z,2021-06-02T00:00:00Z,Closed,M4T,9.2,FALSE,20 204636_0,M4T,9.2
20 204665,0,Apartment Building,2020-10-08T00:00:00Z,2024-06-27T00:00:00Z,NA,Inspection,M1N,101,FALSE,20 204665_0,M1N,101
20 210040,0,Multiple Use/Non Residential,2020-10-23T00:00:00Z,2023-09-08T00:00:00Z,NA,Inspection,M3C,2452.9,FALSE,20 210040_0,M3C,2452.9
20 211586,0,College/Trade/Tech School/Training Cent.,2020-10-27T00:00:00Z,2022-02-07T00:00:00Z,2024-01-02T00:00:00Z,Closed,M1G,410.25,FALSE,20 211586_0,M1G,410.25
20 212663,0,Mixed Use/Res w Non Res,2020-10-29T00:00:00Z,2023-03-21T00:00:00Z,2025-07-29T00:00:00Z,Closed,M8Z,895.4,FALSE,20 212663_0,M8Z,895.4
20 216364,0,Mixed Use/Res w Non Res,2020-11-09T00:00:00Z,2022-06-16T00:00:00Z,2024-10-08T00:00:00Z,Closed,M8Z,183.39000000000001,FALSE,20 216364_0,M8Z,183.39000000000001
20 216603,1,Car Dealership,2024-03-01T00:00:00Z,2024-04-03T00:00:00Z,NA,Revision Issued,M2M,1007.1,FALSE,20 216603_1,M2M,1007.1
20 216603,0,Car Dealership,2020-11-09T00:00:00Z,2023-09-14T00:00:00Z,NA,Inspection,M2M,265,FALSE,20 216603_0,M2M,265
20 218744,0,Multiple Use/Non Residential,2020-11-16T00:00:00Z,2022-10-14T00:00:00Z,NA,Inspection,NA,730.8,FALSE,20 218744_0,NA,730.8
20 218858,0,Multiple Use/Non Residential,2020-11-16T00:00:00Z,2022-09-28T00:00:00Z,NA,Inspection,NA,1408.4,FALSE,20 218858_0,NA,1408.4
20 219657,0,Mixed Use/Res w Non Res,2020-11-18T00:00:00Z,2023-07-11T00:00:00Z,NA,Inspection,M5B,827.7,FALSE,20 219657_0,M5B,827.7
20 223507,0,SFD - Detached,2020-11-27T00:00:00Z,2021-01-29T00:00:00Z,NA,Revocation Pending,M2M,447,FALSE,20 223507_0,M2M,447
20 224604,0,Mixed Use/Res w Non Res,2020-12-01T00:00:00Z,2023-06-16T00:00:00Z,NA,Inspection,M4G,151.01899999999998,FALSE,20 224604_0,M4G,151.01899999999998
20 224608,0,Apartment Building,2020-12-01T00:00:00Z,2022-01-27T00:00:00Z,NA,Inspection,M5P,282.1,FALSE,20 224608_0,M5P,282.1
20 226941,0,Apartment Building,2020-12-08T00:00:00Z,2025-02-06T00:00:00Z,NA,Issuance Pending,M2K,484,FALSE,20 226941_0,M2K,484
20 227020,0,Mixed Use/Res w Non Res,2020-12-08T00:00:00Z,2021-10-21T00:00:00Z,NA,Inspection,M9W,1256.5,FALSE,20 227020_0,M9W,1256.5
20 227069,0,Apartment Building,2020-12-08T00:00:00Z,2024-11-04T00:00:00Z,NA,Inspection,M2K,591,FALSE,20 227069_0,M2K,591
20 227375,0,Apartment Building,2020-12-09T00:00:00Z,2024-12-17T00:00:00Z,NA,Inspection,M2K,505,FALSE,20 227375_0,M2K,505
20 227778,0,Apartment Building,2020-12-10T00:00:00Z,2024-01-09T00:00:00Z,NA,Inspection,M5R,91.3,FALSE,20 227778_0,M5R,91.3
20 229988,0,University,2020-12-17T00:00:00Z,2023-06-23T00:00:00Z,NA,Inspection,M5S,460,FALSE,20 229988_0,M5S,460
20 230161,0,University,2020-12-17T00:00:00Z,2023-03-06T00:00:00Z,2025-02-04T00:00:00Z,Closed,NA,3000,FALSE,20 230161_0,NA,3000
20 232527,0,Multiple Use/Non Residential,2020-12-21T00:00:00Z,2023-06-23T00:00:00Z,NA,Inspection,M5V,2794,FALSE,20 232527_0,M5V,2794
20 232576,0,Apartment Building,2020-12-21T00:00:00Z,2025-03-17T00:00:00Z,NA,Inspection,NA,831,FALSE,20 232576_0,NA,831
20 232683,0,Apartment Building,2020-12-21T00:00:00Z,2026-01-06T00:00:00Z,NA,Inspection,M2K,0,FALSE,20 232683_0,M2K,0
20 233050,0,Mixed Use/Res w Non Res,2020-12-22T00:00:00Z,2024-12-23T00:00:00Z,NA,Inspection,M5V,598,FALSE,20 233050_0,M5V,598
20 233380,0,Mixed Use/Res w Non Res,2020-12-23T00:00:00Z,2024-01-18T00:00:00Z,2026-01-21T00:00:00Z,Closed,M5V,1234,FALSE,20 233380_0,M5V,1234
20 233448,1,Mixed Use/Res w Non Res,2024-11-26T00:00:00Z,2025-08-14T00:00:00Z,NA,Revision Issued,M5C,230,FALSE,20 233448_1,M5C,230
20 233448,0,Mixed Use/Res w Non Res,2020-12-23T00:00:00Z,2024-09-12T00:00:00Z,NA,Inspection,M5C,230,FALSE,20 233448_0,M5C,230
20 233778,0,Apartment Building,2020-12-24T00:00:00Z,2023-03-31T00:00:00Z,NA,Inspection,NA,151,FALSE,20 233778_0,NA,151
20 233927,0,Mixed Use/Res w Non Res,2020-12-24T00:00:00Z,2022-08-08T00:00:00Z,NA,Inspection,M5G,1089,FALSE,20 233927_0,M5G,1089
21 100740,0,Apartment Building,2021-01-05T00:00:00Z,2023-05-04T00:00:00Z,NA,Inspection,M4V,236,FALSE,21 100740_0,M4V,236
21 109773,0,Elementary School,2021-01-28T00:00:00Z,NA,NA,Under Review,M8V,325,FALSE,21 109773_0,M8V,325
21 110979,0,Mixed Use/Res w Non Res,2021-02-01T00:00:00Z,2022-10-06T00:00:00Z,2024-04-02T00:00:00Z,Closed,M1P,623,FALSE,21 110979_0,M1P,623
21 113274,0,SFD - Detached,2021-02-05T00:00:00Z,2021-05-19T00:00:00Z,2025-11-13T00:00:00Z,Closed,M6J,30,FALSE,21 113274_0,M6J,30
21 113989,0,Mixed Use/Res w Non Res,2021-02-08T00:00:00Z,2023-09-08T00:00:00Z,2025-11-26T00:00:00Z,Closed,M5A,640,FALSE,21 113989_0,M5A,640
21 116610,0,Mixed Use/Res w Non Res,2021-02-16T00:00:00Z,2022-12-20T00:00:00Z,2025-09-05T00:00:00Z,Closed,M4Y,195.8,FALSE,21 116610_0,M4Y,195.8
21 125032,0,Elementary School,2021-03-09T00:00:00Z,2021-10-20T00:00:00Z,2024-02-16T00:00:00Z,Closed,M1W,341,FALSE,21 125032_0,M1W,341
21 126528,0,Long Term Care Facility,2021-03-12T00:00:00Z,2023-01-18T00:00:00Z,2023-05-19T00:00:00Z,Closed,NA,0,FALSE,21 126528_0,NA,0
