PERMIT_NUM,REVISION_NUM,STRUCTURE_TYPE,APPLICATION_DATE,ISSUED_DATE,COMPLETED_DATE,STATUS,POSTAL,GREEN_ROOF_AREA,ECO_ROOF,ID,CFSAUID,G_AREA
16 230755,0,Mixed Use/Res w Non Res,2016-09-29T00:00:00Z,2018-09-24T00:00:00Z,2026-05-05T00:00:00Z,Closed,NA,56,FALSE,16 230755_0,NA,56
16 234454,0,Other,2016-10-07T00:00:00Z,2016-11-03T00:00:00Z,NA,Inspection,M5B,34,FALSE,16 234454_0,M5B,34
16 234974,0,"Transit Station,Subway, Bus Terminal",2016-10-08T00:00:00Z,2021-01-04T00:00:00Z,2024-01-11T00:00:00Z,Closed,NA,461.7,FALSE,16 234974_0,NA,461.7
16 238098,0,Mixed Use/Res w Non Res,2016-10-17T00:00:00Z,2019-01-25T00:00:00Z,2021-03-29T00:00:00Z,Closed,M4S,523,FALSE,16 238098_0,M4S,523
16 239190,0,Apartment Building,2016-10-18T00:00:00Z,2018-09-11T00:00:00Z,NA,Inspection,M5A,1018,FALSE,16 239190_0,M5A,1018
16 239802,0,SFD - Detached,2016-10-19T00:00:00Z,2016-11-08T00:00:00Z,2019-12-09T00:00:00Z,Closed,M4K,18.95,TRUE,16 239802_0,M4K,18.95
16 242774,0,Mixed Use/Res w Non Res,2016-10-26T00:00:00Z,2018-12-19T00:00:00Z,NA,Inspection,M4M,271.39,FALSE,16 242774_0,M4M,271.39
16 243139,0,College/Trade/Tech School/Training Cent.,2016-10-26T00:00:00Z,2018-03-12T00:00:00Z,2021-02-25T00:00:00Z,Closed,M2J,2038,FALSE,16 243139_0,M2J,2038
16 248931,0,Multiple Unit Building,2016-11-09T00:00:00Z,2018-06-22T00:00:00Z,2024-07-18T00:00:00Z,Closed,M5G,393,FALSE,16 248931_0,M5G,393
16 249200,0,Mixed Use/Res w Non Res,2016-11-09T00:00:00Z,2019-10-17T00:00:00Z,2021-03-16T00:00:00Z,Closed,M4S,919,FALSE,16 249200_0,M4S,919
16 250026,0,Apartment Building,2016-11-10T00:00:00Z,2018-09-07T00:00:00Z,NA,Inspection,M1S,791.5,FALSE,16 250026_0,M1S,791.5
16 253042,0,Mixed Use/Res w Non Res,2016-11-18T00:00:00Z,2018-12-04T00:00:00Z,2021-03-11T00:00:00Z,Closed,M4M,615.12,FALSE,16 253042_0,M4M,615.12
16 253822,0,Mixed Use/Res w Non Res,2016-11-21T00:00:00Z,2019-10-31T00:00:00Z,NA,Inspection,M4W,401,FALSE,16 253822_0,M4W,401
16 253822,1,Mixed Use/Res w Non Res,2020-01-06T00:00:00Z,2020-11-26T00:00:00Z,NA,Inspection,M4W,401,FALSE,16 253822_1,M4W,401
16 254374,0,Apartment Building,2016-11-22T00:00:00Z,2019-04-01T00:00:00Z,NA,Inspection,M5T,623.6,FALSE,16 254374_0,M5T,623.6
16 254645,0,Mixed Use/Res w Non Res,2016-11-22T00:00:00Z,NA,NA,Under Review,NA,1367,FALSE,16 254645_0,NA,1367
16 255089,0,Mixed Use/Res w Non Res,2016-11-23T00:00:00Z,2021-05-13T00:00:00Z,NA,Inspection,NA,204,FALSE,16 255089_0,NA,204
16 260605,0,Mixed Use/Res w Non Res,2016-12-06T00:00:00Z,2020-03-03T00:00:00Z,NA,Inspection,M4B,467.1,FALSE,16 260605_0,M4B,467.1
16 260971,0,Hospital,2016-12-06T00:00:00Z,2025-11-24T00:00:00Z,NA,Inspection,M5B,641,FALSE,16 260971_0,M5B,641
16 264881,0,Multiple Use/Non Residential,2016-12-15T00:00:00Z,2019-09-18T00:00:00Z,2021-07-28T00:00:00Z,Closed,NA,964,FALSE,16 264881_0,NA,964
16 265356,0,Mixed Use/Res w Non Res,2016-12-16T00:00:00Z,2020-03-13T00:00:00Z,2022-02-08T00:00:00Z,Closed,M4L,292.3,FALSE,16 265356_0,M4L,292.3
16 268347,0,Mixed Use/Res w Non Res,2016-12-19T00:00:00Z,2019-03-01T00:00:00Z,2024-01-12T00:00:00Z,Closed,NA,352,FALSE,16 268347_0,NA,352
16 268553,0,Apartment Building,2016-12-19T00:00:00Z,2018-12-12T00:00:00Z,2021-04-20T00:00:00Z,Closed,M2J,616,FALSE,16 268553_0,M2J,616
16 268623,0,Mixed Use/Res w Non Res,2016-12-19T00:00:00Z,2020-01-27T00:00:00Z,NA,Inspection,NA,586,FALSE,16 268623_0,NA,586
16 268833,0,Secondary School,2016-12-20T00:00:00Z,2019-10-10T00:00:00Z,NA,Inspection,M2M,2553,FALSE,16 268833_0,M2M,2553
16 269090,0,Apartment Building,2016-12-20T00:00:00Z,2019-03-19T00:00:00Z,2022-05-09T00:00:00Z,Closed,M2N,7071,FALSE,16 269090_0,M2N,7071
16 269471,0,Multiple Use/Non Residential,2016-12-21T00:00:00Z,2018-01-11T00:00:00Z,2021-03-19T00:00:00Z,Closed,NA,3870,TRUE,16 269471_0,NA,3870
16 269625,0,Parking Garage,2016-12-21T00:00:00Z,2019-09-10T00:00:00Z,2020-10-30T00:00:00Z,Closed,M2K,495,FALSE,16 269625_0,M2K,495
16 269628,0,Apartment Building,2016-12-21T00:00:00Z,2019-06-18T00:00:00Z,2020-10-30T00:00:00Z,Closed,M2K,495,FALSE,16 269628_0,M2K,495
16 269716,0,Library,2016-12-21T00:00:00Z,2017-06-05T00:00:00Z,NA,Inspection,M6N,159.34,FALSE,16 269716_0,M6N,159.34
16 270254,0,Elementary School,2016-12-22T00:00:00Z,2025-07-30T00:00:00Z,NA,Inspection,M9N,652.8,FALSE,16 270254_0,M9N,652.8
16 270269,0,Mixed Use/Res w Non Res,2016-12-22T00:00:00Z,2020-06-05T00:00:00Z,2022-05-24T00:00:00Z,Closed,NA,542,FALSE,16 270269_0,NA,542
16 270372,0,Apartment Building,2016-12-23T00:00:00Z,2019-11-01T00:00:00Z,2020-10-16T00:00:00Z,Closed,M3C,275,FALSE,16 270372_0,M3C,275
16 270387,0,Community Hall,2016-12-23T00:00:00Z,2020-09-30T00:00:00Z,2024-05-13T00:00:00Z,Closed,NA,502,FALSE,16 270387_0,NA,502
16 270409,0,Mixed Use/Res w Non Res,2016-12-23T00:00:00Z,2019-03-29T00:00:00Z,2022-07-20T00:00:00Z,Closed,M9B,1208,FALSE,16 270409_0,M9B,1208
16 270461,0,Parking Garage,2016-12-23T00:00:00Z,2020-09-03T00:00:00Z,2024-06-21T00:00:00Z,Closed,NA,502,FALSE,16 270461_0,NA,502
16 271046,0,Mixed Use/Res w Non Res,2016-12-28T00:00:00Z,2018-07-25T00:00:00Z,NA,Inspection,M2K,1405,FALSE,16 271046_0,M2K,1405
16 271136,0,Apartment Building,2016-12-28T00:00:00Z,2019-09-17T00:00:00Z,2022-07-28T00:00:00Z,Closed,M1N,59.13,FALSE,16 271136_0,M1N,59.13
16 271358,0,Apartment Building,2016-12-28T00:00:00Z,2018-10-31T00:00:00Z,NA,Inspection,M6P,382,FALSE,16 271358_0,M6P,382
16 271398,0,Apartment Building,2016-12-28T00:00:00Z,2018-10-30T00:00:00Z,NA,Inspection,M6P,382,FALSE,16 271398_0,M6P,382
16 271737,0,Parking Garage,2016-12-29T00:00:00Z,2020-05-11T00:00:00Z,2022-01-14T00:00:00Z,Closed,M3H,1379,FALSE,16 271737_0,M3H,1379
16 271755,0,Apartment Building,2016-12-29T00:00:00Z,2022-03-18T00:00:00Z,2025-06-09T00:00:00Z,Closed,M3A,1077.74,FALSE,16 271755_0,M3A,1077.74
16 271760,0,Apartment Building,2016-12-29T00:00:00Z,2022-04-01T00:00:00Z,2025-06-09T00:00:00Z,Closed,M3A,1077.74,FALSE,16 271760_0,M3A,1077.74
16 271844,0,Apartment Building,2016-12-30T00:00:00Z,2020-05-11T00:00:00Z,2022-01-17T00:00:00Z,Closed,M3H,670,FALSE,16 271844_0,M3H,670
16 271882,0,Apartment Building,2016-12-30T00:00:00Z,2020-05-12T00:00:00Z,2022-01-17T00:00:00Z,Closed,M3H,670,FALSE,16 271882_0,M3H,670
17 103169,0,Office,2017-01-11T00:00:00Z,2017-12-27T00:00:00Z,2023-01-25T00:00:00Z,Closed,M9M,2818,FALSE,17 103169_0,M9M,2818
17 106776,0,University,2017-01-20T00:00:00Z,2018-09-18T00:00:00Z,2021-11-09T00:00:00Z,Closed,M5B,220,FALSE,17 106776_0,M5B,220
17 107074,0,Mixed Use/Res w Non Res,2017-01-20T00:00:00Z,2019-06-25T00:00:00Z,NA,Inspection,NA,1210,FALSE,17 107074_0,NA,1210
17 108412,0,Mixed Use/Res w Non Res,2017-01-24T00:00:00Z,2020-03-13T00:00:00Z,2023-08-31T00:00:00Z,Closed,M6K,1475.94,FALSE,17 108412_0,M6K,1475.94
17 112433,0,Mixed Use/Res w Non Res,2017-02-02T00:00:00Z,2019-02-01T00:00:00Z,2025-08-06T00:00:00Z,Closed,NA,377,FALSE,17 112433_0,NA,377
17 115656,0,Apartment Building,2017-02-10T00:00:00Z,2018-11-06T00:00:00Z,2023-07-05T00:00:00Z,Closed,NA,779,FALSE,17 115656_0,NA,779
17 123207,0,Multiple Unit Building,2017-03-01T00:00:00Z,2021-02-01T00:00:00Z,NA,Inspection,M4W,752,FALSE,17 123207_0,M4W,752
17 123809,0,Mixed Use/Res w Non Res,2017-03-02T00:00:00Z,2018-11-13T00:00:00Z,2020-02-06T00:00:00Z,Closed,M4Y,643,FALSE,17 123809_0,M4Y,643
17 126583,0,Place of Worship,2017-03-09T00:00:00Z,2018-01-24T00:00:00Z,NA,Permit Issued,M9W,301,FALSE,17 126583_0,M9W,301
17 126828,0,Apartment Building,2017-03-09T00:00:00Z,2019-07-08T00:00:00Z,2020-09-29T00:00:00Z,Closed,M4P,315.9,FALSE,17 126828_0,M4P,315.9
17 135122,0,Retail Store,2017-03-28T00:00:00Z,2018-02-20T00:00:00Z,2018-05-31T00:00:00Z,Closed,M4H,0,FALSE,17 135122_0,M4H,0
17 137140,0,Multiple Use/Non Residential,2017-03-31T00:00:00Z,2022-06-16T00:00:00Z,2023-10-06T00:00:00Z,Closed,NA,3997,FALSE,17 137140_0,NA,3997
17 137364,0,Other,2017-03-31T00:00:00Z,2020-04-30T00:00:00Z,NA,Inspection,M6N,484.74,FALSE,17 137364_0,M6N,484.74
17 139036,0,Office,2017-04-04T00:00:00Z,2017-11-09T00:00:00Z,2019-10-17T00:00:00Z,Closed,M9W,1005,FALSE,17 139036_0,M9W,1005
17 143336,0,Apartment Building,2017-04-12T00:00:00Z,2019-07-23T00:00:00Z,2022-02-23T00:00:00Z,Closed,M4V,522.6,FALSE,17 143336_0,M4V,522.6
17 143890,0,Multiple Use/Non Residential,2017-04-13T00:00:00Z,2018-06-26T00:00:00Z,NA,Inspection,M5R,73.38,FALSE,17 143890_0,M5R,73.38
17 145594,0,Other,2017-04-19T00:00:00Z,2018-10-31T00:00:00Z,2021-03-26T00:00:00Z,Closed,M5N,485.40999999999997,FALSE,17 145594_0,M5N,485.40999999999997
17 145892,0,Other,2017-04-19T00:00:00Z,2019-01-31T00:00:00Z,2021-04-29T00:00:00Z,Closed,M5N,172.41,FALSE,17 145892_0,M5N,172.41
17 146316,0,Mixed Use/Res w Non Res,2017-04-20T00:00:00Z,2020-12-29T00:00:00Z,NA,Inspection,M5V,1286.4,FALSE,17 146316_0,M5V,1286.4
17 146470,1,Car Dealership,2017-11-17T00:00:00Z,2018-07-24T00:00:00Z,2026-03-13T00:00:00Z,Closed,M8Z,511.82,FALSE,17 146470_1,M8Z,511.82
17 146470,0,Car Dealership,2017-04-20T00:00:00Z,2017-07-21T00:00:00Z,2026-03-13T00:00:00Z,Closed,M8Z,511.82,FALSE,17 146470_0,M8Z,511.82
17 150494,0,Apartment Building,2017-04-27T00:00:00Z,2019-08-28T00:00:00Z,2021-10-13T00:00:00Z,Closed,M4S,54.8,FALSE,17 150494_0,M4S,54.8
17 151586,0,Car Dealership,2017-04-30T00:00:00Z,2017-07-21T00:00:00Z,2025-07-09T00:00:00Z,Closed,M8Z,772.47,FALSE,17 151586_0,M8Z,772.47
17 151586,1,Car Dealership,2017-11-23T00:00:00Z,2018-07-24T00:00:00Z,2025-07-09T00:00:00Z,Closed,M8Z,772.47,FALSE,17 151586_1,M8Z,772.47
17 154652,0,Apartment Building,2017-05-05T00:00:00Z,2020-02-19T00:00:00Z,2021-03-21T00:00:00Z,Closed,NA,290,FALSE,17 154652_0,NA,290
17 156469,0,Mixed Use/Res w Non Res,2017-05-09T00:00:00Z,2021-08-04T00:00:00Z,2023-10-03T00:00:00Z,Closed,M4C,365,FALSE,17 156469_0,M4C,365
17 157021,0,Mixed Use/Res w Non Res,2017-05-09T00:00:00Z,2021-07-30T00:00:00Z,2024-07-15T00:00:00Z,Closed,M6C,231.7,FALSE,17 157021_0,M6C,231.7
17 157555,0,Mixed Use/Res w Non Res,2017-05-10T00:00:00Z,2021-01-12T00:00:00Z,2021-09-10T00:00:00Z,Closed,M5B,591,FALSE,17 157555_0,M5B,591
17 157681,0,Apartment Building,2017-05-10T00:00:00Z,2021-07-05T00:00:00Z,2023-03-29T00:00:00Z,Closed,M8V,8,FALSE,17 157681_0,M8V,8
17 158012,0,Mixed Use/Res w Non Res,2017-05-11T00:00:00Z,2020-02-26T00:00:00Z,NA,Inspection,M4C,290,FALSE,17 158012_0,M4C,290
17 163529,1,SFD - Townhouse,2018-01-09T00:00:00Z,2018-10-29T00:00:00Z,2022-12-12T00:00:00Z,Closed,M6J,30.2,FALSE,17 163529_1,M6J,30.2
17 169417,0,Apartment Building,2017-05-30T00:00:00Z,2020-07-31T00:00:00Z,NA,Inspection,M2J,655,FALSE,17 169417_0,M2J,655
17 170764,0,Mixed Use/Res w Non Res,2017-05-31T00:00:00Z,2020-07-15T00:00:00Z,NA,Permit Issued,M4M,634,FALSE,17 170764_0,M4M,634
17 171433,0,Apartment Building,2017-06-01T00:00:00Z,2020-08-18T00:00:00Z,2023-10-13T00:00:00Z,Closed,M2J,1016,FALSE,17 171433_0,M2J,1016
17 174937,0,Multiple Use/Non Residential,2017-06-07T00:00:00Z,2022-08-22T00:00:00Z,2023-03-08T00:00:00Z,Closed,M5T,199.3,FALSE,17 174937_0,M5T,199.3
17 181554,0,Parking Garage,2017-06-16T00:00:00Z,2019-02-06T00:00:00Z,NA,Inspection,M2N,754.38,FALSE,17 181554_0,M2N,754.38
17 181647,0,Apartment Building,2017-06-16T00:00:00Z,2019-01-28T00:00:00Z,NA,Inspection,M2N,754.38,FALSE,17 181647_0,M2N,754.38
17 181803,0,Apartment Building,2017-06-16T00:00:00Z,2018-07-30T00:00:00Z,NA,Inspection,NA,716.6,FALSE,17 181803_0,NA,716.6
17 186222,0,Car Dealership,2017-06-23T00:00:00Z,2018-12-19T00:00:00Z,NA,Inspection,M8Z,994,FALSE,17 186222_0,M8Z,994
17 187709,0,Apartment Building,2017-06-26T00:00:00Z,2020-09-23T00:00:00Z,2025-11-03T00:00:00Z,Closed,M9B,360,FALSE,17 187709_0,M9B,360
17 189372,0,Multiple Use/Non Residential,2017-06-28T00:00:00Z,2021-06-28T00:00:00Z,2025-05-20T00:00:00Z,Closed,M4Y,584.2,FALSE,17 189372_0,M4Y,584.2
17 189459,0,Mixed Use/Res w Non Res,2017-06-28T00:00:00Z,2020-06-01T00:00:00Z,NA,Inspection,M5A,634,FALSE,17 189459_0,M5A,634
17 193542,0,Apartment Building,2017-07-06T00:00:00Z,2018-12-10T00:00:00Z,2022-02-22T00:00:00Z,Closed,M8X,205,FALSE,17 193542_0,M8X,205
17 193682,0,Self-Service Storage Building,2017-07-06T00:00:00Z,2018-02-27T00:00:00Z,2019-06-21T00:00:00Z,Closed,M9W,4750.1,FALSE,17 193682_0,M9W,4750.1
17 194078,0,Community Hall,2017-07-07T00:00:00Z,2019-04-05T00:00:00Z,2020-09-23T00:00:00Z,Closed,M2R,1343.6,FALSE,17 194078_0,M2R,1343.6
17 194523,0,Mixed Use/Res w Non Res,2017-07-07T00:00:00Z,2019-12-16T00:00:00Z,2023-04-13T00:00:00Z,Closed,M5A,804.9,FALSE,17 194523_0,M5A,804.9
17 195296,0,Multiple Use/Non Residential,2017-07-10T00:00:00Z,2018-10-03T00:00:00Z,2021-02-03T00:00:00Z,Closed,M5J,1258,FALSE,17 195296_0,M5J,1258
17 197737,0,SFD - Detached,2017-07-13T00:00:00Z,2017-07-31T00:00:00Z,2019-01-15T00:00:00Z,Closed,M6S,19.5,TRUE,17 197737_0,M6S,19.5
17 198524,0,Multiple Use/Non Residential,2017-07-14T00:00:00Z,2020-11-10T00:00:00Z,NA,Inspection,M5V,1038,FALSE,17 198524_0,M5V,1038
17 202273,0,Mixed Use/Res w Non Res,2017-07-20T00:00:00Z,2021-03-12T00:00:00Z,NA,Inspection,M4W,74.64,FALSE,17 202273_0,M4W,74.64
17 204173,3,SFD - Detached,2019-07-03T00:00:00Z,2019-08-29T00:00:00Z,NA,Revision Issued,M6P,39,FALSE,17 204173_3,M6P,39
17 208554,0,2 Unit - Detached,2017-07-31T00:00:00Z,2017-11-13T00:00:00Z,2021-02-09T00:00:00Z,Closed,M6C,87.04,TRUE,17 208554_0,M6C,87.04
17 209437,0,Elementary School,2017-08-01T00:00:00Z,2018-07-30T00:00:00Z,2021-04-28T00:00:00Z,Closed,M2N,1108,FALSE,17 209437_0,M2N,1108
17 209443,0,Apartment Building,2017-08-01T00:00:00Z,2020-05-07T00:00:00Z,NA,Inspection,NA,422.9,FALSE,17 209443_0,NA,422.9
17 210292,0,Apartment Building,2017-08-02T00:00:00Z,2019-12-20T00:00:00Z,NA,Inspection,NA,1121,FALSE,17 210292_0,NA,1121
17 220118,0,Mixed Use/Res w Non Res,2017-08-21T00:00:00Z,2020-09-04T00:00:00Z,NA,Inspection,NA,0,FALSE,17 220118_0,NA,0
17 220797,1,Mixed Use/Res w Non Res,2021-12-01T00:00:00Z,2023-02-01T00:00:00Z,NA,Revision Issued,M6P,292.8,FALSE,17 220797_1,M6P,292.8
17 220797,0,Mixed Use/Res w Non Res,2017-08-22T00:00:00Z,2020-12-22T00:00:00Z,NA,Inspection,M6P,313.91999999999996,FALSE,17 220797_0,M6P,313.91999999999996
17 220802,0,Mixed Use/Res w Non Res,2017-08-22T00:00:00Z,2018-08-31T00:00:00Z,NA,Inspection,M1T,578,FALSE,17 220802_0,M1T,578
17 226807,0,Mixed Use/Res w Non Res,2017-09-01T00:00:00Z,2020-09-11T00:00:00Z,2023-04-25T00:00:00Z,Closed,NA,1235,FALSE,17 226807_0,NA,1235
17 227808,0,Mixed Use/Res w Non Res,2017-09-05T00:00:00Z,2019-03-06T00:00:00Z,2023-02-08T00:00:00Z,Closed,NA,771,FALSE,17 227808_0,NA,771
17 228864,0,Apartment Building,2017-09-07T00:00:00Z,2020-11-20T00:00:00Z,NA,Inspection,M2K,2213.61,FALSE,17 228864_0,M2K,2213.61
17 229679,0,Apartment Building,2017-09-08T00:00:00Z,2018-12-04T00:00:00Z,2022-02-16T00:00:00Z,Closed,M1W,388,FALSE,17 229679_0,M1W,388
17 230854,0,Hospital,2017-09-11T00:00:00Z,2019-12-19T00:00:00Z,2020-08-31T00:00:00Z,Closed,M6J,2305.2799999999997,FALSE,17 230854_0,M6J,2305.2799999999997
17 230862,0,Hospital,2017-09-11T00:00:00Z,2019-12-19T00:00:00Z,2020-08-31T00:00:00Z,Closed,M6J,1830.26,FALSE,17 230862_0,M6J,1830.26
17 232060,0,Mixed Use/Res w Non Res,2017-09-13T00:00:00Z,2020-10-30T00:00:00Z,NA,Inspection,M4M,1633,FALSE,17 232060_0,M4M,1633
17 232091,0,Mixed Use/Res w Non Res,2017-09-13T00:00:00Z,2020-07-15T00:00:00Z,NA,Inspection,M4M,951,FALSE,17 232091_0,M4M,951
17 233454,0,Other,2017-09-15T00:00:00Z,2019-04-05T00:00:00Z,NA,Inspection,NA,1228,FALSE,17 233454_0,NA,1228
17 235361,0,Apartment Building,2017-09-19T00:00:00Z,2019-10-15T00:00:00Z,NA,Inspection,M2J,72.72,FALSE,17 235361_0,M2J,72.72
17 235371,0,Apartment Building,2017-09-19T00:00:00Z,2019-10-11T00:00:00Z,NA,Inspection,M2J,191.94,FALSE,17 235371_0,M2J,191.94
17 236574,0,Apartment Building,2017-09-21T00:00:00Z,2021-09-30T00:00:00Z,NA,Inspection,M3C,1008,FALSE,17 236574_0,M3C,1008
17 236652,0,Apartment Building,2017-09-21T00:00:00Z,2021-09-30T00:00:00Z,NA,Inspection,M3C,1106,FALSE,17 236652_0,M3C,1106
17 237216,0,Mixed Use/Res w Non Res,2017-09-22T00:00:00Z,2021-01-07T00:00:00Z,2026-04-14T00:00:00Z,Closed,M5A,45.99,FALSE,17 237216_0,M5A,45.99
17 241140,0,SFD - Semi-Detached,2017-09-29T00:00:00Z,2017-10-19T00:00:00Z,2018-10-31T00:00:00Z,Closed,M4C,170.70999999999998,FALSE,17 241140_0,M4C,170.70999999999998
17 242286,0,SFD - Semi-Detached,2017-10-03T00:00:00Z,2018-02-08T00:00:00Z,2018-07-26T00:00:00Z,Closed,M4E,12.229999999999999,TRUE,17 242286_0,M4E,12.229999999999999
17 249532,0,Mixed Use/Res w Non Res,2017-10-18T00:00:00Z,2019-05-30T00:00:00Z,NA,Inspection,M4L,234,FALSE,17 249532_0,M4L,234
17 250873,0,Mixed Use/Res w Non Res,2017-10-20T00:00:00Z,2021-10-14T00:00:00Z,2023-08-15T00:00:00Z,Closed,M5A,1327.6,FALSE,17 250873_0,M5A,1327.6
17 250987,0,Mixed Use/Res w Non Res,2017-10-20T00:00:00Z,2019-06-13T00:00:00Z,NA,Inspection,M5R,290.68,FALSE,17 250987_0,M5R,290.68
17 252314,0,Television Studio(no audience),2017-10-24T00:00:00Z,2018-01-08T00:00:00Z,2021-01-24T00:00:00Z,Closed,M8Z,0,FALSE,17 252314_0,M8Z,0
17 253916,0,Apartment Building,2017-10-26T00:00:00Z,2019-04-02T00:00:00Z,NA,Inspection,M1E,1355,FALSE,17 253916_0,M1E,1355
17 255309,0,Apartment Building,2017-10-30T00:00:00Z,2020-08-06T00:00:00Z,NA,Inspection,NA,541,FALSE,17 255309_0,NA,541
17 255315,0,Apartment Building,2017-10-30T00:00:00Z,2020-07-21T00:00:00Z,NA,Inspection,NA,907,FALSE,17 255315_0,NA,907
17 255605,0,Multiple Use/Non Residential,2017-10-31T00:00:00Z,2020-04-08T00:00:00Z,2023-04-24T00:00:00Z,Closed,M5E,2412,FALSE,17 255605_0,M5E,2412
17 257038,0,Apartment Building,2017-11-02T00:00:00Z,2019-09-12T00:00:00Z,NA,Inspection,M4V,878.4,FALSE,17 257038_0,M4V,878.4
17 259070,0,Mixed Use/Res w Non Res,2017-11-07T00:00:00Z,2020-02-07T00:00:00Z,NA,Inspection,M5B,431.05,FALSE,17 259070_0,M5B,431.05
17 262810,0,Mixed Use/Res w Non Res,2017-11-15T00:00:00Z,2020-10-23T00:00:00Z,NA,Inspection,M5G,910.6,FALSE,17 262810_0,M5G,910.6
17 265005,0,Apartment Building,2017-11-20T00:00:00Z,2022-06-30T00:00:00Z,NA,Inspection,M5B,225,FALSE,17 265005_0,M5B,225
17 266196,0,Mixed Use/Res w Non Res,2017-11-23T00:00:00Z,2021-12-09T00:00:00Z,NA,Inspection,M5R,195.85000000000002,FALSE,17 266196_0,M5R,195.85000000000002
17 266912,0,Mixed Use/Res w Non Res,2017-11-24T00:00:00Z,2021-01-11T00:00:00Z,2022-02-18T00:00:00Z,Closed,NA,918,FALSE,17 266912_0,NA,918
17 269693,0,Mixed Use/Res w Non Res,2017-11-30T00:00:00Z,2020-04-08T00:00:00Z,NA,Inspection,M5B,570,FALSE,17 269693_0,M5B,570
17 269695,0,Apartment Building,2017-11-30T00:00:00Z,2020-10-30T00:00:00Z,2023-08-23T00:00:00Z,Closed,M4P,216,FALSE,17 269695_0,M4P,216
17 269706,0,Mixed Use/Res w Non Res,2017-11-30T00:00:00Z,2020-08-10T00:00:00Z,2025-05-02T00:00:00Z,Closed,M5A,2378,FALSE,17 269706_0,M5A,2378
17 269959,0,Apartment Building,2017-12-01T00:00:00Z,2021-07-15T00:00:00Z,2023-03-29T00:00:00Z,Closed,NA,670,FALSE,17 269959_0,NA,670
17 270015,0,Apartment Building,2017-12-01T00:00:00Z,2018-10-26T00:00:00Z,NA,Inspection,NA,476.5,FALSE,17 270015_0,NA,476.5
17 272255,0,Mixed Use/Res w Non Res,2017-12-06T00:00:00Z,2020-02-04T00:00:00Z,NA,Inspection,NA,759,FALSE,17 272255_0,NA,759
17 273202,0,Mixed Use/Res w Non Res,2017-12-08T00:00:00Z,2020-07-27T00:00:00Z,NA,Inspection,NA,1588.71,FALSE,17 273202_0,NA,1588.71
17 273784,0,Mixed Use/Res w Non Res,2017-12-11T00:00:00Z,2021-07-05T00:00:00Z,NA,Inspection,M5V,0,FALSE,17 273784_0,M5V,0
17 274433,0,Mixed Use/Res w Non Res,2017-12-12T00:00:00Z,2021-08-25T00:00:00Z,NA,Inspection,M5H,610,FALSE,17 274433_0,M5H,610
17 275140,0,SFD - Detached,2017-12-13T00:00:00Z,2018-02-05T00:00:00Z,2020-03-19T00:00:00Z,Closed,M4W,32.43,FALSE,17 275140_0,M4W,32.43
17 276108,0,Mixed Use/Res w Non Res,2017-12-15T00:00:00Z,2024-06-05T00:00:00Z,NA,Inspection,M6K,815,FALSE,17 276108_0,M6K,815
17 276358,0,Elementary School,2017-12-15T00:00:00Z,2019-06-05T00:00:00Z,NA,Inspection,M3B,183,FALSE,17 276358_0,M3B,183
17 277785,0,Mixed Use/Res w Non Res,2017-12-20T00:00:00Z,2020-07-21T00:00:00Z,2023-04-03T00:00:00Z,Closed,NA,88,FALSE,17 277785_0,NA,88
17 278452,0,Mixed Use/Res w Non Res,2017-12-21T00:00:00Z,2020-08-18T00:00:00Z,2023-08-01T00:00:00Z,Closed,M6J,261,FALSE,17 278452_0,M6J,261
17 278638,0,Mixed Use/Res w Non Res,2017-12-22T00:00:00Z,2020-06-26T00:00:00Z,2023-09-29T00:00:00Z,Closed,NA,652,FALSE,17 278638_0,NA,652
17 278653,0,Apartment Building,2017-12-22T00:00:00Z,2020-06-18T00:00:00Z,2022-12-22T00:00:00Z,Closed,M5A,117.61,FALSE,17 278653_0,M5A,117.61
17 278727,0,Mixed Use/Res w Non Res,2017-12-22T00:00:00Z,2021-04-12T00:00:00Z,2025-03-25T00:00:00Z,Closed,M5V,194.4,FALSE,17 278727_0,M5V,194.4
17 279918,0,Mixed Use/Res w Non Res,2017-12-28T00:00:00Z,2023-11-06T00:00:00Z,2023-11-13T00:00:00Z,Closed,NA,519,FALSE,17 279918_0,NA,519
18 102429,0,Mixed Use/Res w Non Res,2018-01-08T00:00:00Z,2020-02-26T00:00:00Z,NA,Inspection,M4J,197,FALSE,18 102429_0,M4J,197
18 104244,0,Apartment Building,2018-01-12T00:00:00Z,2020-01-07T00:00:00Z,NA,Inspection,NA,16945,FALSE,18 104244_0,NA,16945
18 112082,0,SFD - Townhouse,2018-01-31T00:00:00Z,2018-03-22T00:00:00Z,2019-10-03T00:00:00Z,Closed,M6J,70.09,TRUE,18 112082_0,M6J,70.09
18 114665,0,Apartment Building,2018-02-07T00:00:00Z,2020-01-27T00:00:00Z,NA,Inspection,M1M,411,FALSE,18 114665_0,M1M,411
18 115190,0,Water and Sewage Pumping Stations,2018-02-08T00:00:00Z,2020-05-13T00:00:00Z,NA,Inspection,NA,631.2,FALSE,18 115190_0,NA,631.2
18 115481,0,Mixed Use/Res w Non Res,2018-02-09T00:00:00Z,2022-07-26T00:00:00Z,2025-11-25T00:00:00Z,Closed,NA,34.2,FALSE,18 115481_0,NA,34.2
