X_id,PERMIT_NUM,REVISION_NUM,PERMIT_TYPE,STRUCTURE_TYPE,STREET_NUM,STREET_NAME,STREET_TYPE,STREET_DIRECTION,POSTAL,APPLICATION_DATE,ISSUED_DATE,COMPLETED_DATE,STATUS,DESCRIPTION,GREEN_ROOF_AREA,GREEN_ROOF_VARIATION_AREA,ECO_ROOF
1071,22 105376,0,Small Residential Projects,SFD - Detached,65,VINE,AVE, ,M6P,2022-01-19,2022-02-28,2022-08-17,Closed,Proposal to construct detached garage in rear yard with existing lane access,16.7,NA,False
1072,22 105448,0,New Building,Apartment Building,1150,EGLINTON,AVE,E,M3C,2022-01-19,2024-05-02,,Inspection,"Proposal to construct a new 8 storey residential condo with 191 residential units 
Crosstown Block 12, Phase 3. 
.",840.85,NA,False
1073,22 107633,2,Small Residential Projects,SFD - Detached,200,MORTIMER,AVE, ,M4K,2024-10-21,2025-02-14,2026-01-19,Closed,"REVISION 01: add green roof [ CONFIRMED NOT IN SCOPE FOR EXPRESS SERVICES-Per D. Robson
Proposal for a rear detached garage.",1,NA,False
1074,22 108176,0,New Building,Mixed Use/Res w Non Res,2100,YONGE,ST, ,M4S,2022-01-27,2024-07-22,,Inspection,"Proposal to construct a new 12 storey mixed use buildng with 78 residential units, commercial at grade and 1 level of underground parking. See also 20 173536 STE 12 SA.",197,0,False
1075,22 108881,0,Building Additions/Alterations,Elementary School,21,ST CLEMENTS,AVE, ,M4R,2022-01-29,2023-03-23,2024-10-28,Closed,Three storey plus basement addition to the existing three storey plus basement elementary Independent  Girl's School (K-12) with selective demolition and interior alterations - St. Clement's,140,NA,False
1076,22 114084,0,Small Residential Projects,2 Unit - Semi-detached,583,PALMERSTON,AVE, ,M6G,2022-02-14,2022-05-26,,Inspection,"Proposal to construct a rear one-storey addition with a basement addition, a rear basement walkout, a rear third storey addition with a rear deck, a basement secondary suite, and interior alterations. 
",11.76,NA,False
1077,22 116543,0,Building Additions/Alterations,Elementary School,360,HOLLYWOOD,AVE, ,M2N,2022-02-23,2022-09-08,,Inspection,"To construct new gymnasium, classrooms and child care rooms additions to existing school and interior alterations to partially alter existing building to accommodate new kindergarten classroom, univeral W/R, barrier free W/R, staff W/R, Entrance, Storage (Total area for interior alterations to accomodate proposed addition ",0,300.165,False
1078,22 117907,1,Small Residential Projects,2 Unit - Detached,107,GEOFFREY,ST, ,M6R,2022-10-31,2022-12-07,2023-11-02,Closed,"Revision 01. To add a green roof to the laneway suite roof
To construct laneway suite addition over existing one storey rear masonry garage",36,NA,False
1079,22 120777,0,Small Residential Projects,SFD - Detached,72,FOREST HILL,RD, ,M4V,2022-03-08,2022-05-30,2026-03-13,Closed,"Proposal to construct as an addition at the rear of the existing dwelling in the basement, first, and second floors, new raised terrace/deck, new second floor deck, new basement walkout, 2 ancillary structures (non-building) assciated with outdoor pool.

Building to be occupaied as SFD",5.10,NA,False
1080,22 121556,0,Small Residential Projects,SFD - Detached,80,MADISON,AVE, ,M5R,2022-03-10,2022-03-24,2024-01-02,Closed,"Construction of a 8.9 m2 addition on the basement and ground floor, a 70.5 m2 deck in the rear yard, a new porch at the front of the house, addition of a new chimney, modification of openings, and changes in the interior layout.",11.6,NA,False
1081,22 122152,0,New Houses,SFD - Detached,167,CHURCH,AVE, ,M2N,2022-03-11,2022-09-27,,Inspection,Proposal to demolish the existing building and construct a new 2 storey SFD-detached dwelling with an integral garage and a finished basement.,3.32,NA,False
1082,22 126036,0,New Building,Mixed Use/Res w Non Res,1021-1035,MARKHAM,RD, ,M1H,2022-03-23,2024-10-08,,Inspection,"Proposal to construct a new 34 storey mixed use building with 331 dwelling units, retail at grade and 2nd Floor, and 4 levels of underground parking garage. See also 16 270618 ESC 38 SA.
#18 173893 PB - ",35.9,NA,False
1083,22 128398,0,Small Residential Projects,SFD - Detached,66,SIMPSON,AVE, ,M4K,2022-03-30,2022-07-11,,Inspection,"Proposal to convert existing group home into an SFD. Renovation of building interior including underpinning of basement, relocation of kitchen and addition of 2 bathrooms and 1 powder room. Proposed scope of work also includes two-storey addition on rear of the building including a walk-out roof terrace on the third floor level and a new green roof.",32.8,NA,False
1084,22 131049,0,New Building,Mixed Use/Res w Non Res,880,THE QUEENSWAY, , ,M8Z,2022-04-06,2025-04-01,,Inspection,"Proposal to construct a 8 storey mixed use building with 103 residential units, ground floor retail, and 2 levels of underground parking. ",197,0,False
1085,22 131326,0,New Building,Car Dealership,1386,THE QUEENSWAY, , ,M8Z,2022-04-06,2023-07-11,2026-04-28,Closed,Proposal to construct a new automotive sales and service facility for Metro West Volvo.,0,501,False
1086,22 132959,0,Building Additions/Alterations,Multiple Use/Non Residential,300,GEARY,AVE, ,M6H,2022-04-11,2022-11-14,2025-03-06,Closed,"Proposal for a 2-storey addition to the existing building for a proposed total 4-storey. Refer also to NOAC 20 222158 STE 09 SA and Demolition Permit 22 105212 BLD 00 BA
Retain existing 2-storey south facade of exsting building.  New construction for a new 4-storey commercial / office building incorporating the existing south facade, including automated outdoor stacker parking equipment, and outdoor amenity space.",396.0,0,False
1087,22 133548,0,New Building,Home for the Aged,155,BALMORAL,AVE, ,M4V,2022-04-12,,,Under Review ,"Proposal for construction of a new 15-storey building. The proposed retirement development includes independent living suites, memory care suites, assisted living suites and dedicated  amenity floors / spaces. The building includes 143 total suites.  ",195,0,False
1088,22 136051,0,Building Additions/Alterations,Other,10,ELM,AVE, ,M4W,2022-04-20,2023-01-13,,Inspection,"Proposal to construct a 3 storey addition on the East Campus of an existing 3 storey private school (JK-12) - Innovation Centre and Studio Theatre, ""Branksome Hall""
See also 19 235027 STE 11 SA, 21 142781 ZPR and 21 238487 STE 11 MV.
****       See Also 22-197788 BLD 00 BA   and   22-197809 DEM 00 DM  ****",198.70,NA,False
1089,22 137413,0,New Building,Apartment Building,699,SHEPPARD,AVE,E,M2K,2022-04-22,2024-05-10,,Inspection,12 storey residential apartment building containing 174 dwelling units and two levels of underground parking,399.0,0,False
1090,22 138855,0,New Building,Mixed Use/Res w Non Res,1071,KING,ST,W,M6K,2022-04-27,,,Examiner's Notice Sent,"To construct a 17 storey mixed-use building with 298 rental units, retail at grade and two levels of underground parking",789.1,0,False
1091,22 147261,0,New Building,Apartment Building,65,RAGLAN,AVE, ,M6C,2022-05-16,,,Under Review ,To construct a 28 storey residential building for 320 units with 3 level underground parking garage ,396,0,False
1092,22 148872,0,New Building,Apartment Building,240,MARKLAND,DR, ,M9C,2022-05-19,2024-05-27,,Inspection,Proposal to construct a new 9 storey building with 234 residential rental units with 3 levels of underground parking. ,1370,0,False
1093,22 150000,0,Building Additions/Alterations,University,100,DEVONSHIRE,PL, ,M5S,2022-05-22,2023-04-13,,Inspection,"14 storey Academic Tower addition to the existing athletic center to include offices, meeting rooms and classrooms. ",285,NA,False
1094,22 151947,0,New Building,Apartment Building,225,JARVIS,ST, ,M5B,2022-05-26,,,Examiner's Notice Sent,"Proposed to construct 49 Storey mixed use building, with 7 level of hotels and 5 levels of below grade parking. ",1992.39,NA,False
1095,22 152654,1,Small Residential Projects,Laneway / Rear Yard Suite,27 R,FERN,AVE, ,M6R,2022-09-28,2022-12-23,2024-10-09,Closed,"Revision 01 - THE REVISION IS FOR THE BUILDING LENGTH AND A GREEN ROOF
Proposal to construct a laneway suite in rear yard of existing detached dwelling.",21.5,NA,False
1096,22 152771,0,New Building,Elementary School,160,FINCH,AVE,W,M2N,2022-05-27,2023-08-14,,Inspection,Construct a new two (2) storey elementary school and child care centre - St Antoine Daniel Catholic School,994,NA,False
1097,22 153696,0,New Building,Mixed Use/Res w Non Res,125,GEORGE,ST, ,M5A,2022-05-30,2024-11-26,,Inspection,"Proposal to construct a new 39 storey mixed use building with 516 residential dwelling units, ground floor retail and 4 levels below grade parking. See also 21 191888 STE 13 SA.",198,0,False
1098,22 157644,0,New Building,Apartment Building,340,MILL,RD, ,M9C,2022-06-06,,,Under Review ,Proposal to construct a 20 storey infill rental apartment building with 4 levels of underground parking. (building B),348.47,0,False
1099,22 161391,0,New Houses,SFD - Detached,36,GLENGROVE,AVE,E,M4N,2022-06-13,2022-08-08,,Inspection,Demolish existing dwelling and construct a new two storey dwelling with integral garage ,106.16,NA,False
1100,22 162526,0,New Building,Office,1001,QUEEN,ST,W,M6J,2022-06-15,2025-10-16,,Inspection,"New Research Building for the Centre for Addiction and Mental Health. Plan of Subdivision, Plan 66M-2445, Block 7.","2,476.11",462.87,False
1101,22 162950,0,New Building,Apartment Building,939,EGLINTON,AVE,E,M4G,2022-06-16,2025-05-05,,Inspection,"To construct a new 28 storey residential building with two level underground parking and public park , total number of residential units 301 - Building C - 100A Vanderhoof Ave",479,NA,False
1102,22 164976,0,New Building,Retail Store,175,VETIVER,DR, ,   ,2022-06-20,2024-01-03,2025-07-11,Closed,"Proposal to construct a new 1 storey retail store with shelf and rack system including platform level- BUILDING A1and a frost house, Canadian Tire, Store#119
See also 19 255712 WET 01 SA.
",4800,4800,False
1103,22 169777,0,New Building,Mixed Use/Res w Non Res,60,QUEEN,ST,E,M5C,2022-06-29,,,Refusal Notice,"Proposal to construct a new 57 storey mixed use building with 445 residential units, ground floor retail and 4 levels underground parking. See also 22 164002 DEM and 21 152905 STE 13 SA.",172.4,0,False
1104,22 178728,0,New Building,Apartment Building,109,ERSKINE,AVE, ,M4P,2022-07-19,2024-08-26,,Inspection,Construct 22-storey residential building with 178 residential units and 33 rental replacement units for a total of 211 dwelling units and 2 levels of underground parking. ,130,NA,False
1105,22 182787,0,New Building,Place of Worship,260,INGLETON,BLVD, ,M1V,2022-07-27,2022-12-01,,Inspection,"Proposal to demolish the existing building and construct a new 2-storey Place of Worship - Shri Anandpur Satsang Ashram
See also 19 232191 SA.",323.23,NA,False
1106,22 183283,0,New Building,Mixed Use/Res w Non Res,1710,BAYVIEW,AVE, ,M4G,2022-07-28,2024-10-28,,Inspection,"10 Storey mixed-use building with 2 levels of below grade parking and a total of 216 residential units are proposed, previously proposed ground floor retail space has been replaced by 12 live-work units fronting Bayview Avenue. ",473,0,False
1107,22 183936,0,New Building,Mixed Use/Res w Non Res,1141,BLOOR,ST,W,M6H,2022-07-29,,,Examiner's Notice Sent,"Proposal to construct one two residential towers, one 34 storey and one 37 storey tower, sitting on a 8 level podium combining both towers, commercial space on the ground floor and two levels of underground garage (Block B)",1026.23,0,False
1108,22 184357,2,New Houses,SFD - Detached,764,INDIAN,RD, ,M6P,2024-02-05,2024-02-23,,Revision Issued,"REV#1: CONSTRUCTION OF A NEW 2.5 SINGLE-FAMILY RESIDENTIAL BUILDING W/FRONT BASEMENT WALKOUT.  GFA=164.8 SQM.  GROUND= 78.8SQM SECOND= 74.3SQM. THIRD  = 11.7 SQM FINISHED BASEMENT = 80.31SQM.  REAR CONCRETE PATIO = 14.6SQM.  


To construct a new two storey dwelling on vacant lot with front basement walkout and finished basement.",28.5,NA,False
1109,22 186146,0,New Building,Recreational,43,MILLWOOD,RD, ,M4S,2022-08-04,2024-12-06,,Permit Issued,"Proposal to construct a new three storey recreational building. A new City of Toronto Aquatics and recreation facility with a 6 lane 25m pool and a leisure activity pool, associated change rooms, multipurpose rooms, and administration office spaces.  A rooftop walking track with green space elements is also provided. There will be 20 Parking spaces for Community Centre use located in adjacent Toronto District School Board parking garage facility below new Davisville Junior Public School which will be accessed via an underground link.",435,NA,False
1110,22 189114,0,Small Residential Projects,SFD - Detached,1 A,FENWICK,AVE, ,M4K,2022-08-11,2022-08-29,2023-08-18,Closed,"Proposed installation of a sedum green roof system on water retention fleece, garage roof reinforcement to support green roof, and door relocation",37.50,NA,True
1111,22 192055,0,New Building,Mixed Use/Res w Non Res,20,MAITLAND,ST, ,M4Y,2022-08-17,2024-09-05,,Inspection,"Construction of a new 40-storey building (41st partial storey) with 502 residential units, and a 2-storey below grade parking garage",392,0,False
1112,22 193154,0,New Building,Mixed Use/Res w Non Res,1141,BLOOR,ST,W,M6H,2022-08-19,,,Under Review ,Construct a 33-storey rental mixed-use tower with retail at grade and 2 level of underground parking garage.,537.4,NA,False
1113,22 193961,0,New Building,Mixed Use/Res w Non Res,1141,BLOOR,ST,W,M6H,2022-08-22,,,Under Review ,Construct a 22 -storey rental mixed-use tower with retail at grade.,576.19,NA,False
1114,22 200280,0,New Building,Mixed Use/Res w Non Res,1141,BLOOR,ST,W,M6H,2022-09-07,,,Under Review ,Construct a nineteen (19) storey residential building with rental and mixed use tower with retail at grade and 2 level of underground parking garage.,602.47,995.53,False
1115,22 200357,0,New Building,Apartment Building,386-394,SYMINGTON,AVE, ,M6N,2022-09-07,2025-05-08,,Inspection,Proposal to construct a two-tower rental development; one 23 and one 8 storey tower with a shared four storey podium and no underground garage; 398 dwelling units for rental purposes.,"2,362.0",0,False
1116,22 200476,0,New Building,Apartment Building,1660,BLOOR,ST,W,M6P,2022-09-07,2025-10-23,,Inspection,Proposal to construct 13 storey residential condominium with four levels of below grade parking,509.1,NA,False
1117,22 201598,0,New Building,Apartment Building,63,MONTCLAIR,AVE, ,M5P,2022-09-09,2025-07-15,,Inspection,"Proposal to construct 18 & 19 storey Residential buildings containing 419 units with 2 levels of underground parking garage (63-91 Montclair Ave- WEST tower). This permit encapsulates the west tower, podium, and below-grade levels. ",528,0,False
1118,22 201613,0,New Building,Apartment Building,63,MONTCLAIR,AVE, ,M5P,2022-09-09,2025-07-16,,Inspection,"Proposal to construct 18 & 19 storey Residential buildings containing 419 units with 2 levels of underground parking garage (63-91 Montclair Ave- East Tower). This permit encapsulates the East Tower from Level 8, and up. See 22-201598 BLD for West Tower, podium, and below-grade. ",528,0,False
1119,22 203573,0,Small Residential Projects,SFD - Detached,51,MYRTLE,AVE, ,M4M,2022-09-14,2023-01-18,,Inspection,"Existing single-family house renovation and creation of 3 storey addition on the NW side, additional 2nd floor rear addition, new 3rd floor, with roof patio, and renovation of detached garage",28,NA,False
1120,22 213269,0,Small Residential Projects,SFD - Detached,231,CRAWFORD,ST, ,M6J,2022-10-05,2024-05-14,2025-05-08,Cancelled,"Semi-intensive green roof installation on flat roof, conventional assembly",63,NA,False
1121,22 213558,0,Small Residential Projects,SFD - Detached,46,VANDERHOOF,AVE, ,M4G,2022-10-05,2023-01-30,2024-07-18,Closed,"Proposal for a new second storey addition to an existing one storey brick dwelling, main floor addition over the existing attached garage, rear ground floor deck and second floor balcony, create a new detached garage on the north side of the property in the location of existing shed.",54.0,NA,False
1122,22 216196,0,New Building,Apartment Building,8,ELM,ST, ,M5G,2022-10-12,2026-03-13,,Inspection,"Proposal to construct one 69 storey residential building consisting of 819 units, mixed use on the ground floor together with community space and 3 levels of underground  parking. (22 216041 BLD 00 BA). 19-204479 PB",445.2,0,False
1123,22 219275,0,New Building,Hospital,150,SHERWAY,DR, ,M9C,2022-10-19,2023-10-24,,Inspection,"Proposal for construction of new 9-storey Patient Tower,1-Storey Circulation Link connected to the eixsiting hospital building. ",4220.10,NA,False
1124,22 219655,0,New Building,Mixed Use/Res w Non Res,315,SPADINA,AVE, ,M5T,2022-10-20,2025-01-03,,Inspection,"Proposed development of site to construct 14-storey mixed-use building with ground level commercial suites, 219 residential units, 1-storey below-grade parking, 4th-floor amenity space, and rooftop amenity space (affordable housing)",65,0,False
1125,22 221794,0,New Building,Mixed Use/Res w Non Res,266,KING,ST,W,M5V,2022-10-25,2025-03-31,,Inspection,"Mix-Use Building; Residential, Retail, and Academic (OCAD) Use.  Building consists of four basement levels and 73 stoery above grade floors.  There is no car parking in the building.  Retail is located on ground level; OCAD is located from ground to level P4, Residential Amenities on level 5, 6 and 73, and Residential Units on level 7 to 72.  Total of 864 Residential Units. FSU 23 179828",388,263,False
1126,22 221802,1,Small Residential Projects,SFD - Detached,23,GLENGROVE,AVE,W,M4R,2023-06-08,2023-07-04,2023-09-19,Closed,Revision to extend the green roof to roof edge no change to structural calcas or wind uplit required. Installation of a green roof and small platform on an existing one storey flat roof,44.09,NA,True
1127,22 221802,0,Small Residential Projects,SFD - Detached,23,GLENGROVE,AVE,W,M4R,2022-10-25,2022-12-19,2023-09-19,Closed,Installation of a green roof and small platform on an existing one storey flat roof,44.09,NA,True
1128,22 222483,0,New Building,Mixed Use/Res w Non Res,252,PARLIAMENT,ST, ,M5A,2022-10-27,2024-03-27,,Inspection,"Proposal to construct a new 9 storey mixed use  rental building with 80 residential  Rental dwelling units, 2 ground floor commercial/retail units, and 1 level of below grade parking.
See also 21 127197 STE 12 SA.",167.07,0,False
1129,22 222580,0,New Building,Mixed Use/Res w Non Res,801,THE QUEENSWAY, , ,M8Z,2022-10-27,2025-03-27,,Inspection,"Proposal to construct a new 10 storey mixed use building with 206 dwelling units, 2 levels of underground parking and 1 commercial unit at grade",431,0,False
1130,22 229452,0,New Building,Apartment Building,32,OLIVE,AVE, ,   ,2022-11-15,2024-09-17,,Inspection,"To construct a 29 storey tower for 350 residential units and 3 levels of underground parking, ",322,NA,False
1131,22 231445,0,New Building,Mixed Use/Res w Non Res,2400,YONGE,ST, ,M4P,2022-11-21,,,Response Received,"To construct 27 Storey - South Tower mixed use residential (rental) with shared podium, two levels below grade parking for total of 385 rental units.",754.32,0,False
1132,22 231461,0,New Building,Mixed Use/Res w Non Res,2400,YONGE,ST, ,M4P,2022-11-21,,,Response Received,"To construct 21 Storey - North Tower mixed use residential (rental), Level 7 to roof,  for total of 163 rental units.",430.36,0,False
1133,22 233324,0,New Building,Mixed Use/Res w Non Res,995,BROADVIEW,AVE, ,M4K,2022-11-25,,,Refusal Notice,"7 storey mixed-use building containing 50 dwelling units, ground floor retail and three levels of common below-grade parking - Broadview Residence",104,0,False
1134,22 236190,0,New Building,Mixed Use/Res w Non Res,53,SHEPPARD,AVE,W,M2N,2022-12-05,,,Under Review ,"Proposal to construct a 18 storey mixed use building with 415 dwelling units  with retail on the ground floor and 2 levels of underground parking garage 
PB#22-219004",748,0,False
1135,22 236254,0,New Building,Self-Service Storage Building,1,THORA,AVE, ,M1L,2022-12-05,,,Under Review ,New 7-storey Industrial Self Storage building with enclosed customer loading area and customer service office - Building A,1304.34,NA,False
1136,22 236772,0,Small Residential Projects,SFD - Semi-Detached,76,BRUNSWICK,AVE, ,M5S,2022-12-06,2023-03-07,2025-09-26,Closed,"Proposal to construct a rear third storey addition, interior alterations to the third floor, a third storey balcony, and a detached garage (see 22 115178 BLD 00 SR for all other proposals).",27.39,NA,False
1137,22 236847,0,New Building,Industrial,450,EVANS,AVE, ,M8W,2022-12-06,2024-03-20,2025-10-20,Closed,Proposed two separate one storey fully sprinklered industrial warehouses with ancillary office within - BUILDING 1,"8,701.07",0,False
1138,22 236876,0,New Building,Industrial,450,EVANS,AVE, ,M8W,2022-12-06,2024-03-20,2025-10-20,Closed,Proposed two separate one storey fully sprinklered industrial warehouses with ancillary office within - BUILDING 2,"8,701.07",0,False
1139,22 237137,0,New Building,"Transit Station,Subway, Bus Terminal",61,FRONT,ST,W,M5J,2022-12-07,,,Examiner's Notice Sent,"Construction of new platforms, with canopies and vertical access elements, such as stairs and elevators and a new concourse area below the new platforms that will connect the York, Bay and Via Concourses, Union Square and the Scotiabank Galleria and both York and Bay Streets.  Refer to 22 243428 DEM 00 DM",0,291,False
1140,22 240203,0,Small Residential Projects,SFD - Detached,24,GLENHOLME,AVE, ,M6H,2022-12-16,2023-03-29,,Inspection,"SMALL RESIDENTIAL PROJECTS, SFD-DETACHED; PROPOSAL FOR ACCESSORY BUILDING (CARPORT), WOOD DECK, STONE PATIO, AND HOT TUB IN REAR YARD. RE-LOCATED GARDEN RETAINING EDGE IN FRONT YARD",1,NA,False
1141,22 240998,0,Small Residential Projects,Laneway / Rear Yard Suite,253,RUSHTON,RD, ,M6G,2022-12-19,2023-09-22,,Inspection,Construct a two storey rear laneway suite,49,NA,False
1142,22 241924,0,Small Residential Projects,Laneway / Rear Yard Suite,36,LAUGHTON,AVE, ,M6N,2022-12-22,2023-07-20,,Inspection,Proposal to construct a laneway suite in the rear yard,33.10,NA,False
1143,23 100339,0,New Building,Mixed Use/Res w Non Res,133,VAUGHAN,RD, ,M6C,2023-01-03,2025-05-13,,Inspection,"Application to construct a 15 storey mixed use building with 153 residential units, retail on ground floor, and 2 storeys (partial P3) below grade parking garage",122,NA,False
1144,23 101257,0,New Building,Apartment Building,25,SEWELLS,RD, ,M1B,2023-01-06,2026-03-12,,Permit Issued,A proposal for a 9-storey rental apartment building with 193 units total w/two level parking garage and amenity spaces. (Building A only) - affordable housing,885,NA,False
1145,23 108328,0,Small Residential Projects,Laneway / Rear Yard Suite,50,LANGFORD,AVE, ,M4J,2023-01-30,2023-03-23,,Inspection,Rear two storey laneway house and rear yard landscaping. ,23.50,NA,False
1146,23 118725,0,New Building,Apartment Building,150,EIGHTH,ST, ,M8V,2023-03-01,2024-12-24,,Inspection,Proposal to construct a new 6 storey apartment building (affordable rental housing) with 58 residential units and at grade parking. See also 22 216985 WET 03 SA.,373.09,0,False
1147,23 118986,0,Small Residential Projects,Other,1,MINTO,ST, ,M4L,2023-03-01,2023-03-03,2025-08-21,Closed,Proposal to demolish existing 1 storey detached garage and construct a new 2 storey ancillary building with garage on ground floor and ancillary suite on second level in front of an existing detached house.,20.54,NA,False
1148,23 120705,0,New Building,Mixed Use/Res w Non Res,6,DAWES,RD, ,M4C,2023-03-07,,,Examiner's Notice Sent,"Proposal for the construction of a 39-storey purpose-built rental tower 'B' including a 10-storey mixed-used podium with retail and day nursery at grade. Towers 'A' & 'C' are located above the podium, for a total of 923 rental dwelling units for Phase 1 - West Block. ",1735,0,False
1149,23 121976,0,Small Residential Projects,SFD - Detached,483,BROADVIEW,AVE, ,M4K,2023-03-10,2023-07-24,2025-02-27,Closed,"Proposal to construct basement and ground floor additions, and interior alterations on ground floor, underpin rear portion of basement.  Single Family Dwelling. ",40.5,NA,False
1150,23 122549,0,New Houses,SFD - Detached,379,ELLIS PARK,RD, ,M6S,2023-03-12,2023-06-07,,Permit Issued,Construct a 3 storey sfd. Existing house was demolished pursuant to a City of Toronto order to comply number. 05 134826 WNP 00 VI,50,NA,False
1151,23 124686,0,New Building,Apartment Building,12,LEITH HILL,RD, ,M2J,2023-03-20,2025-05-23,,Inspection,Construction of 9 storey mid rise rental apartment building with 1 level below grade parking,293,NA,False
1152,23 125766,0,New Building,Mixed Use/Res w Non Res,6,DAWES,RD, ,M4C,2023-03-22,,,Examiner's Notice Sent,Proposal for the construction of a 29-storey purpose-built rental mixed-use tower. The podium that the tower sits on is covered in a separate permit application 23 120705 BLD 00 NB.,1735,0,False
1153,23 125806,0,New Building,Mixed Use/Res w Non Res,6,DAWES,RD, ,M4C,2023-03-22,,,Examiner's Notice Sent,"Proposal for the construction of a 37-storey purpose-built rental mixed-used tower. The podium
that the tower sits on is covered in a separate permit application 23 120705 BLD 00 NB.",1735,0,False
1154,23 126556,0,New Building,Mixed Use/Res w Non Res,980,BLOOR,ST,W,M6H,2023-03-24,2024-11-25,,Inspection,Proposal for new construction of a 12-storey mixed-use building over 2-levels of underground parking.,141,NA,False
1155,23 131225,0,Small Residential Projects,SFD - Detached,28,GRENADIER,HTS, ,M6S,2023-04-05,2023-05-02,,Inspection,"proposing existing attached garage repair w/ greenroof and roofdeck addition, and front yard landscape renovations ",21,NA,False
1156,23 135225,0,Small Residential Projects,Live/Work Unit,1189,WOODBINE,AVE, ,M4C,2023-04-18,2023-05-05,2023-10-04,Closed,"Proposal to install a small green area (12 sq m) around an existing roof deck on a second floor flat roof using a modular system provided by ZinCo. Attached documentation includes green roof declaration, structural engineer's report, intent to maintain with instrx, architectural drawings and photos.",12,NA,True
1157,23 138608,0,New Building,Secondary School,60,PLAYFAIR,AVE, ,M6B,2023-04-27,2024-10-10,,Inspection,Construction of new 3 storey school with associated playscapes and parking,2556,NA,False
1158,23 140131,0,New Building,Apartment Building,241,REDPATH,AVE, ,M4P,2023-05-01,,,Under Review ,"Proposal to demolish existing apartment building  and construct a 38 storey apartment building  containing 353 units of which 307 rental apartments, 46 rental-replacement apartments  interior and exterior amenity spaces with three levels of underground parking levels, service/utility rooms, loading facilities and elevators.",32,NA,False
1159,23 147051,0,New Houses,SFD - Detached,89,REGAL,RD, ,M6H,2023-05-17,2023-08-11,2025-09-09,Closed,PART 1 - Proposal to construct a new 3 storey SFD-detached dwelling with an integral garage and a finished basement. See also 22 113344 ZZC and 22 122453 MV.,15.6,NA,False
1160,23 147090,0,New Houses,SFD - Detached,89,REGAL,RD, ,M6H,2023-05-17,2023-08-11,,Inspection,"PART 2 - Proposal to construct a new 3 storey SFD-detached dwelling with an integral garage and a finished basement. See also 22 113349 ZZC, 22 122464 MV and 22 208643 TLAB.",13.6,NA,False
1161,23 153544,0,New Houses,SFD - Townhouse,28,EVERGREEN,GDNS, ,M4G,2023-05-31,2024-04-11,,Inspection,"MODEL # ""INTERIOR "" MODEL NAME ""NEW 3 STOREY SFD TOWNHOUSE"" ",27,NA,False
1162,23 153544,0,New Houses,SFD - Townhouse,28,EVERGREEN,GDNS, ,M4G,2023-05-31,2024-04-11,2026-03-27,Closed,"MODEL # ""END UNIT"" MODEL NAME ""NEW 3 STOREY SFD TOWNHOUSE"" ",41,NA,False
1163,23 153544,0,New Houses,SFD - Townhouse,28,EVERGREEN,GDNS, ,M4G,2023-05-31,2024-04-11,,Inspection,"MODEL # ""INTERIOR "" MODEL NAME ""NEW 3 STOREY SFD TOWNHOUSE"" ",27,NA,False
1164,23 153544,0,New Houses,SFD - Townhouse,28,EVERGREEN,GDNS, ,M4G,2023-05-31,2024-04-11,2026-03-27,Closed,"MODEL # ""END UNIT "" MODEL NAME ""NEW 3 STOREY SFD TOWNHOUSE"" ",41,NA,False
1165,23 153544,0,New Houses,SFD - Townhouse,28,EVERGREEN,GDNS, ,M4G,2023-05-31,2024-04-11,2026-03-27,Closed,"MODEL # ""INTERIOR "" MODEL NAME ""NEW 3 STOREY SFD TOWNHOUSE"" ",27,NA,False
1166,23 155191,0,New Building,Other,300,BAYVIEW,AVE, ,M5A,2023-06-02,,,Issuance Pending,"Proposal for an addition to exisiting car dealership consisting of a 4 Storey building
with roof top parking, for same purposes.",1554.1,0,False
1167,23 159764,0,Building Additions/Alterations,University,70,ST GEORGE,ST, ,M5S,2023-06-12,2024-11-26,,Inspection,Proposal to construct a new 4 storey plus penthouse addition (over the single storey portion) and interior alterations to the existing 7 storey university building - University of Toronto,213,NA,False
1168,23 160140,0,Small Residential Projects,SFD - Detached,265,CLAREMONT,ST, ,M6J,2023-06-13,2023-07-10,2025-09-08,Closed,"Proposal to construct 3rd floor dormer additions with a green roof, demolish and reconstruct  the rear 1 storey addition, interior alterations, and reconstruct the front porch. See also 23 111481 ZAP.",22,NA,False
1169,23 161064,0,New Building,Apartment Building,591,FINCH,AVE,W,   ,2023-06-15,,,Examiner's Notice Sent,Proposal to construct a new 12 storey apartment building with 2 levels of below grade parking.,0,358.2,False
1170,23 164840,0,New Building,Mixed Use/Res w Non Res,218,DUNDAS,ST,E,M5A,2023-06-22,,,Response Received,"Proposal to construct a new 42 storey mixed use building with 522 residential units, ground floor retail and 2 levels of below grade parking. Proposal includes the retention of the exterior street facing facade of the Filmore Hotel building. (Formerly 212-218 Dundas St E). See also 23 164776 DEM and 21 218559 STE 12 SA.",433,0,False
1171,23 167671,0,New Building,Apartment Building,4916,DUNDAS,ST,W,M9A,2023-06-29,,,Examiner's Notice Sent,"PROPOSED: The construction of a new 9-storey building with underground parking is proposed to be 
developed over 1 parcel of land. See SPA application 22 139 883 WET 03  SA - 4916-4946 Dundas Street West. The proposed retirement development encompasses approximately 17,478 sm of GFA, 
which includes independent living suites, memory care suites, assisted living suites and dedicated 
amenity floors / spaces. The building includes 204 total suites.  ",1150,NA,False
